order_item_id,order_id,product_id,quantity,unit_price,total_price
821,2295,466,3,86.21,258.63
822,261,168,3,284.44,853.32
823,557,354,5,453.55,2267.75
824,1996,53,4,281.03,1124.12
825,1725,112,5,272.53,1362.65
826,1957,341,1,274.99,274.99
827,1138,158,5,35.0,175.0
828,2335,169,3,429.13,1287.39
829,165,469,3,468.0,1404.0
830,1130,226,3,382.85,1148.55
831,1314,418,5,239.69,1198.45
832,645,349,3,364.41,1093.23
833,282,433,2,243.78,487.56
834,1016,367,3,152.38,457.14
835,2529,354,5,453.55,2267.75
836,2706,63,2,279.85,559.7
837,1528,338,1,46.36,46.36
838,2248,138,2,39.68,79.36
839,107,354,1,453.55,453.55
840,578,329,3,449.78,1349.34
841,338,181,5,361.05,1805.25
842,620,40,5,360.68,1803.4
843,2045,485,2,414.93,829.86
844,1105,347,3,168.19,504.57
845,1999,474,1,285.15,285.15
846,1376,418,2,239.69,479.38
847,1006,158,4,35.0,140.0
848,1405,327,5,232.81,1164.05
849,1939,125,3,276.3,828.9
850,2277,384,4,303.86,1215.44
851,845,64,1,90.68,90.68
852,22,217,2,196.86,393.72
853,2792,66,2,66.25,132.5
854,305,392,2,216.39,432.78
855,2527,31,4,463.02,1852.08
856,1889,414,4,376.33,1505.32
857,547,218,5,141.65,708.25
858,1925,55,2,48.89,97.78
859,2767,150,4,400.45,1601.8
860,968,14,3,59.94,179.82
861,1273,29,5,447.67,2238.35
862,2836,182,1,301.42,301.42
863,397,186,3,132.76,398.28
864,142,482,1,377.6,377.6
865,1557,133,5,204.93,1024.65
866,1065,190,1,405.45,405.45
867,2664,327,3,232.81,698.43
868,595,214,3,228.2,684.6
869,2259,267,1,98.26,98.26
870,2738,72,3,33.07,99.21
871,2254,319,5,134.82,674.1
872,2823,346,2,327.42,654.84
873,389,112,1,272.53,272.53
874,2724,215,5,75.72,378.6
875,2737,119,2,439.83,879.66
876,2559,491,2,312.24,624.48
877,382,228,5,187.86,939.3
878,1313,15,4,483.8,1935.2
879,1957,385,5,324.13,1620.65
880,1224,463,1,346.27,346.27
881,139,283,2,482.03,964.06
882,1330,307,1,336.95,336.95
883,86,477,4,14.71,58.84
884,2808,178,2,43.28,86.56
885,2932,201,5,337.57,1687.85
886,1994,30,2,370.73,741.46
887,116,308,3,72.22,216.66
888,1021,325,4,31.02,124.08
889,2544,19,3,56.61,169.83
890,151,460,4,379.01,1516.04
891,1382,271,2,278.27,556.54
892,56,364,5,54.14,270.7
893,355,372,4,243.87,975.48
894,2556,120,5,69.88,349.4
895,1828,137,3,493.12,1479.36
896,227,114,4,249.43,997.72
897,822,77,1,70.39,70.39
898,435,114,2,249.43,498.86
899,712,185,5,457.7,2288.5
900,954,227,3,206.8,620.4
901,2819,350,5,350.34,1751.7
902,1367,319,5,134.82,674.1
903,2491,273,2,65.01,130.02
904,926,226,2,382.85,765.7
905,51,494,3,395.19,1185.57
906,2998,75,3,353.59,1060.77
907,482,129,3,425.79,1277.37
908,424,4,4,15.81,63.24
909,1017,180,1,429.06,429.06
910,2139,87,5,355.84,1779.2
911,1394,201,3,337.57,1012.71
912,859,42,4,461.98,1847.92
913,20,39,3,486.8,1460.4
914,1506,102,3,19.25,57.75
915,1883,174,3,84.68,254.04
916,1508,413,1,250.91,250.91
917,1137,321,1,143.14,143.14
918,74,204,5,291.73,1458.65
919,1345,308,1,72.22,72.22
920,250,263,3,360.55,1081.65
921,1613,390,5,366.58,1832.9
922,343,210,4,33.87,135.48
923,311,491,4,312.24,1248.96
924,802,372,1,243.87,243.87
925,1438,471,1,412.78,412.78
926,158,185,2,457.7,915.4
927,2246,167,1,434.07,434.07
928,2942,185,1,457.7,457.7
929,2450,172,3,133.71,401.13
930,859,242,4,112.61,450.44
931,2175,256,1,78.04,78.04
932,1171,212,3,258.57,775.71
933,2063,24,4,160.61,642.44
934,1584,227,5,206.8,1034.0
935,2498,363,2,424.84,849.68
936,1806,190,4,405.45,1621.8
937,207,244,2,366.44,732.88
938,1043,159,5,35.08,175.4
939,2936,476,1,335.61,335.61
940,2581,19,4,56.61,226.44
941,2990,355,3,356.35,1069.05
942,2875,399,5,167.16,835.8
943,1624,421,4,209.1,836.4
944,1408,488,5,420.27,2101.35
945,2794,169,5,429.13,2145.65
946,1376,43,1,349.43,349.43
947,83,104,2,247.08,494.16
948,2714,435,4,276.38,1105.52
949,539,412,4,191.68,766.72
950,104,382,1,232.87,232.87
951,2232,487,3,446.05,1338.15
952,443,349,1,364.41,364.41
953,1650,11,3,111.91,335.73
954,1475,302,4,401.21,1604.84
955,450,65,4,347.94,1391.76
956,2216,68,5,85.06,425.3
957,1395,230,1,372.58,372.58
958,473,462,4,461.28,1845.12
959,229,257,5,201.15,1005.75
960,2301,271,5,278.27,1391.35
961,1316,364,5,54.14,270.7
962,1233,49,1,18.83,18.83
963,1858,375,4,355.86,1423.44
964,103,349,1,364.41,364.41
965,1731,95,4,156.67,626.68
966,599,367,4,152.38,609.52
967,1917,182,1,301.42,301.42
968,1900,4,5,15.81,79.05
969,1014,320,1,109.83,109.83
970,2592,219,2,97.84,195.68
971,1429,44,2,307.45,614.9
972,2895,9,2,465.42,930.84
973,932,405,5,266.09,1330.45
974,2366,203,2,34.72,69.44
975,874,459,5,92.18,460.9
976,2648,227,5,206.8,1034.0
977,212,216,5,335.79,1678.95
978,2210,97,4,10.1,40.4
979,710,423,5,101.18,505.9
980,2755,367,5,152.38,761.9
981,1025,489,1,33.56,33.56
982,176,426,1,170.88,170.88
983,1431,269,4,339.49,1357.96
984,1598,112,3,272.53,817.59
985,2543,283,1,482.03,482.03
986,883,260,3,446.7,1340.1
987,840,395,4,354.28,1417.12
988,1480,384,4,303.86,1215.44
989,1585,460,3,379.01,1137.03
990,2333,7,1,374.29,374.29
991,367,109,4,137.21,548.84
992,829,269,4,339.49,1357.96
993,570,49,1,18.83,18.83
994,2023,405,4,266.09,1064.36
995,1246,64,2,90.68,181.36
996,2036,439,3,207.63,622.89
997,1387,310,5,143.94,719.7
998,1775,119,5,439.83,2199.15
999,1643,44,5,307.45,1537.25
1000,1140,39,1,486.8,486.8
1001,2375,181,3,361.05,1083.15
1002,1344,475,1,396.22,396.22
1003,405,1,5,340.08,1700.4
1004,831,346,1,327.42,327.42
1005,1656,261,5,105.79,528.95
1006,2758,176,3,317.03,951.09
1007,2978,496,1,482.6,482.6
1008,2922,104,1,247.08,247.08
1009,1099,408,5,87.63,438.15
1010,1480,446,2,410.23,820.46
1011,952,251,1,255.79,255.79
1012,2772,167,5,434.07,2170.35
1013,2235,486,4,244.38,977.52
1014,1418,110,2,308.45,616.9
1015,1162,241,2,493.06,986.12
1016,2663,60,3,28.31,84.93
1017,739,235,5,151.42,757.1
1018,1251,118,4,433.66,1734.64
1019,2127,185,2,457.7,915.4
1020,1434,286,3,43.66,130.98
1021,2513,55,5,48.89,244.45
1022,1766,101,2,41.45,82.9
1023,736,438,1,360.39,360.39
1024,269,128,4,481.82,1927.28
1025,1106,227,3,206.8,620.4
1026,1316,425,3,183.8,551.4
1027,2318,408,1,87.63,87.63
1028,2895,414,2,376.33,752.66
1029,732,172,4,133.71,534.84
1030,871,45,3,184.27,552.81
1031,2424,119,3,439.83,1319.49
1032,1185,278,1,172.39,172.39
1033,451,234,3,155.23,465.69
1034,2942,427,3,404.97,1214.91
1035,1063,209,4,428.4,1713.6
1036,72,215,2,75.72,151.44
1037,617,324,5,431.82,2159.1
1038,84,85,5,190.59,952.95
1039,2502,152,1,56.96,56.96
1040,533,276,2,73.28,146.56
1041,586,264,2,125.24,250.48
1042,1584,67,4,478.44,1913.76
1043,736,134,3,101.82,305.46
1044,2694,332,4,206.13,824.52
1045,1127,263,3,360.55,1081.65
1046,2934,268,4,60.56,242.24
1047,633,360,5,123.44,617.2
1048,2634,480,5,330.88,1654.4
1049,2466,499,2,39.15,78.3
1050,29,300,5,380.44,1902.2
1051,1198,194,5,5.29,26.45
1052,2178,345,5,246.56,1232.8
1053,1712,180,5,429.06,2145.3
1054,1110,215,3,75.72,227.16
1055,1372,138,1,39.68,39.68
1056,630,445,1,361.17,361.17
1057,18,405,5,266.09,1330.45
1058,956,187,3,412.71,1238.13
1059,1561,24,5,160.61,803.05
1060,1387,362,2,264.04,528.08
1061,1714,385,3,324.13,972.39
1062,2213,226,3,382.85,1148.55
1063,1667,375,1,355.86,355.86
1064,759,493,1,367.17,367.17
1065,733,470,5,425.5,2127.5
1066,586,30,2,370.73,741.46
1067,2445,60,4,28.31,113.24
1068,2683,336,5,287.21,1436.05
1069,2765,262,2,91.71,183.42
1070,1046,423,3,101.18,303.54
1071,275,4,5,15.81,79.05
1072,1343,317,5,134.5,672.5
1073,1014,184,1,345.54,345.54
1074,2825,147,3,421.31,1263.93
1075,2856,269,4,339.49,1357.96
1076,2979,304,5,498.58,2492.9
1077,2817,101,1,41.45,41.45
1078,45,265,2,476.53,953.06
1079,650,126,2,416.59,833.18
1080,1932,247,4,434.39,1737.56
1081,1111,429,5,275.84,1379.2
1082,774,451,2,162.37,324.74
1083,1045,230,4,372.58,1490.32
1084,1100,142,3,140.52,421.56
1085,1276,403,3,366.79,1100.37
1086,1814,41,1,460.86,460.86
1087,788,100,3,263.22,789.66
1088,2199,238,3,63.75,191.25
1089,132,25,2,467.71,935.42
1090,502,193,5,268.85,1344.25
1091,1882,28,2,158.64,317.28
1092,1396,74,3,398.49,1195.47
1093,1808,184,1,345.54,345.54
1094,94,330,3,95.17,285.51
1095,2333,132,2,200.36,400.72
1096,2227,73,3,425.67,1277.01
1097,2588,197,2,219.25,438.5
1098,1803,344,5,267.38,1336.9
1099,1954,66,5,66.25,331.25
1100,790,297,3,80.23,240.69
1101,1441,98,5,462.83,2314.15
1102,1543,335,1,90.83,90.83
1103,658,370,5,6.63,33.15
1104,143,365,1,337.34,337.34
1105,960,470,4,425.5,1702.0
1106,987,108,5,339.8,1699.0
1107,15,310,5,143.94,719.7
1108,1695,232,1,363.18,363.18
1109,2833,64,2,90.68,181.36
1110,685,299,4,414.97,1659.88
1111,2588,463,2,346.27,692.54
1112,1995,133,4,204.93,819.72
1113,144,34,5,452.47,2262.35
1114,152,67,4,478.44,1913.76
1115,2066,464,2,244.4,488.8
1116,2651,270,2,17.24,34.48
1117,73,425,1,183.8,183.8
1118,1696,431,5,391.07,1955.35
1119,235,231,2,333.45,666.9
1120,1735,18,2,391.14,782.28
1121,1458,299,1,414.97,414.97
1122,1698,86,2,323.26,646.52
1123,1942,270,3,17.24,51.72
1124,2,310,1,143.94,143.94
1125,162,378,4,140.1,560.4
1126,2493,178,3,43.28,129.84
1127,2954,30,5,370.73,1853.65
1128,2361,485,4,414.93,1659.72
1129,379,447,3,242.95,728.85
1130,416,342,1,248.44,248.44
1131,996,26,2,247.86,495.72
1132,2263,125,2,276.3,552.6
1133,2042,448,1,310.05,310.05
1134,1516,111,5,129.1,645.5
1135,2674,481,5,168.1,840.5
1136,1706,4,2,15.81,31.62
1137,1983,356,4,474.59,1898.36
1138,590,323,1,98.34,98.34
1139,2089,479,2,37.9,75.8
1140,2852,300,1,380.44,380.44
1141,125,10,5,115.69,578.45
1142,534,316,3,374.85,1124.55
1143,2915,452,4,370.39,1481.56
1144,1361,54,5,19.83,99.15
1145,1541,352,4,363.64,1454.56
1146,2540,148,1,413.63,413.63
1147,1236,39,5,486.8,2434.0
1148,2637,127,5,371.12,1855.6
1149,885,201,4,337.57,1350.28
1150,1002,75,2,353.59,707.18
1151,438,296,3,271.15,813.45
1152,963,32,4,120.34,481.36
1153,1073,490,4,447.97,1791.88
1154,1759,310,5,143.94,719.7
1155,2841,124,5,105.53,527.65
1156,1111,476,2,335.61,671.22
1157,425,192,1,65.17,65.17
1158,694,41,5,460.86,2304.3
1159,174,96,2,490.48,980.96
1160,458,14,3,59.94,179.82
1161,1422,152,5,56.96,284.8
1162,881,337,3,30.4,91.2
1163,2518,305,5,377.27,1886.35
1164,2500,460,3,379.01,1137.03
1165,295,282,1,11.61,11.61
1166,2722,203,5,34.72,173.6
1167,2600,80,5,395.98,1979.9
1168,329,316,3,374.85,1124.55
1169,647,143,2,442.11,884.22
1170,1629,323,2,98.34,196.68
1171,1445,461,1,301.35,301.35
1172,1852,423,2,101.18,202.36
1173,146,127,3,371.12,1113.36
1174,2525,159,2,35.08,70.16
1175,2597,14,2,59.94,119.88
1176,1926,473,1,321.61,321.61
1177,1587,329,3,449.78,1349.34
1178,2415,477,2,14.71,29.42
1179,40,450,5,483.28,2416.4
1180,2915,281,5,399.35,1996.75
1181,2863,8,4,426.19,1704.76
1182,1570,41,4,460.86,1843.44
1183,1196,388,5,163.06,815.3
1184,710,68,5,85.06,425.3
1185,1342,240,4,415.28,1661.12
1186,692,346,3,327.42,982.26
1187,549,44,2,307.45,614.9
1188,1688,277,2,376.1,752.2
1189,1780,267,2,98.26,196.52
1190,772,375,3,355.86,1067.58
1191,499,33,3,167.24,501.72
1192,48,167,1,434.07,434.07
1193,1014,47,5,259.96,1299.8
1194,2583,349,5,364.41,1822.05
1195,2283,126,3,416.59,1249.77
1196,976,393,1,36.72,36.72
1197,1384,275,3,82.73,248.19
1198,2669,123,2,344.13,688.26
1199,1575,404,1,240.89,240.89
1200,807,103,4,286.8,1147.2
1201,2099,235,4,151.42,605.68
1202,1818,385,3,324.13,972.39
1203,446,456,4,480.68,1922.72
1204,555,252,1,110.59,110.59
1205,1132,367,1,152.38,152.38
1206,12,252,1,110.59,110.59
1207,2899,278,2,172.39,344.78
1208,2315,252,1,110.59,110.59
1209,1502,240,5,415.28,2076.4
1210,2376,442,1,125.64,125.64
1211,1474,155,2,100.61,201.22
1212,2672,303,3,396.14,1188.42
1213,435,245,3,194.12,582.36
1214,1829,478,2,308.94,617.88
1215,2105,182,2,301.42,602.84
1216,86,273,2,65.01,130.02
1217,19,431,4,391.07,1564.28
1218,2835,234,1,155.23,155.23
1219,2489,135,5,448.0,2240.0
1220,869,404,1,240.89,240.89
1221,1878,465,5,149.77,748.85
1222,2369,118,2,433.66,867.32
1223,1594,64,4,90.68,362.72
1224,1723,49,5,18.83,94.15
1225,1792,23,2,232.08,464.16
1226,1945,11,2,111.91,223.82
1227,2689,499,2,39.15,78.3
1228,994,337,2,30.4,60.8
1229,2817,431,1,391.07,391.07
1230,326,133,2,204.93,409.86
1231,2922,214,4,228.2,912.8
1232,15,36,4,66.87,267.48
1233,2814,148,3,413.63,1240.89
1234,2350,77,2,70.39,140.78
1235,1713,305,4,377.27,1509.08
1236,498,366,1,171.38,171.38
1237,2520,308,5,72.22,361.1
1238,1311,327,4,232.81,931.24
1239,305,331,1,134.29,134.29
1240,1708,181,3,361.05,1083.15
1241,2118,282,5,11.61,58.05
1242,1287,241,3,493.06,1479.18
1243,2055,397,5,287.26,1436.3
1244,2625,401,2,331.82,663.64
1245,2750,21,4,327.49,1309.96
1246,2904,95,2,156.67,313.34
1247,119,232,5,363.18,1815.9
1248,2791,51,4,82.01,328.04
1249,1316,316,5,374.85,1874.25
1250,482,236,5,139.73,698.65
1251,945,174,4,84.68,338.72
1252,2754,18,1,391.14,391.14
1253,882,260,3,446.7,1340.1
1254,2866,267,2,98.26,196.52
1255,2034,375,5,355.86,1779.3
1256,2428,77,3,70.39,211.17
1257,1290,69,3,335.66,1006.98
1258,1920,113,3,217.67,653.01
1259,1792,87,4,355.84,1423.36
1260,149,457,2,134.37,268.74
1261,2292,295,3,28.59,85.77
1262,1622,252,4,110.59,442.36
1263,2919,499,5,39.15,195.75
1264,1523,360,5,123.44,617.2
1265,1616,399,2,167.16,334.32
1266,2619,386,4,431.82,1727.28
1267,615,275,5,82.73,413.65
1268,1987,60,4,28.31,113.24
1269,2043,435,1,276.38,276.38
1270,1581,430,2,100.93,201.86
1271,763,71,2,283.49,566.98
1272,1006,117,3,233.45,700.35
1273,2895,395,3,354.28,1062.84
1274,2692,197,3,219.25,657.75
1275,2533,372,1,243.87,243.87
1276,670,36,3,66.87,200.61
1277,2537,396,3,314.05,942.15
1278,1819,307,2,336.95,673.9
1279,307,311,2,240.53,481.06
1280,2532,455,3,488.56,1465.68
1281,1822,324,3,431.82,1295.46
1282,2326,363,1,424.84,424.84
1283,405,92,2,47.83,95.66
1284,1811,126,3,416.59,1249.77
1285,1463,5,1,198.68,198.68
1286,934,376,3,336.6,1009.8
1287,2284,37,4,27.81,111.24
1288,2614,479,4,37.9,151.6
1289,1604,38,2,398.51,797.02
1290,1272,399,5,167.16,835.8
1291,1574,111,3,129.1,387.3
1292,1080,420,1,278.62,278.62
1293,2771,426,4,170.88,683.52
1294,2225,418,3,239.69,719.07
1295,1569,379,4,485.59,1942.36
1296,1133,84,4,114.03,456.12
1297,1516,415,1,461.53,461.53
1298,2521,431,2,391.07,782.14
1299,1857,170,4,128.43,513.72
1300,1092,56,2,94.06,188.12
1301,2998,14,3,59.94,179.82
1302,18,34,4,452.47,1809.88
1303,2482,432,4,447.84,1791.36
1304,2344,308,4,72.22,288.88
1305,6,477,1,14.71,14.71
1306,2380,73,4,425.67,1702.68
1307,2480,363,4,424.84,1699.36
1308,1828,400,4,471.95,1887.8
1309,2877,86,3,323.26,969.78
1310,258,53,4,281.03,1124.12
1311,97,147,3,421.31,1263.93
1312,2968,226,4,382.85,1531.4
1313,1100,197,2,219.25,438.5
1314,2598,82,4,74.94,299.76
1315,1249,292,3,114.35,343.05
1316,2857,460,2,379.01,758.02
1317,2573,249,1,158.77,158.77
1318,1701,477,4,14.71,58.84
1319,2226,419,2,434.64,869.28
1320,1654,176,4,317.03,1268.12
1321,2612,228,1,187.86,187.86
1322,288,87,1,355.84,355.84
1323,1117,88,1,425.2,425.2
1324,2833,40,5,360.68,1803.4
1325,1361,432,4,447.84,1791.36
1326,1836,402,1,208.05,208.05
1327,2113,416,5,296.39,1481.95
1328,2739,484,2,278.22,556.44
1329,1991,460,4,379.01,1516.04
1330,810,464,1,244.4,244.4
1331,2410,299,5,414.97,2074.85
1332,1263,120,1,69.88,69.88
1333,616,343,2,153.21,306.42
1334,1219,246,1,174.63,174.63
1335,123,462,5,461.28,2306.4
1336,1651,294,4,102.99,411.96
1337,2352,208,1,188.7,188.7
1338,24,368,2,96.06,192.12
1339,2436,249,2,158.77,317.54
1340,847,261,4,105.79,423.16
1341,2243,236,2,139.73,279.46
1342,894,284,1,485.76,485.76
1343,936,117,1,233.45,233.45
1344,1087,334,5,399.19,1995.95
1345,261,155,1,100.61,100.61
1346,1261,387,2,64.09,128.18
1347,2500,183,2,328.43,656.86
1348,2450,169,2,429.13,858.26
1349,1456,346,5,327.42,1637.1
1350,614,375,3,355.86,1067.58
1351,2499,404,1,240.89,240.89
1352,1773,442,4,125.64,502.56
1353,2822,445,1,361.17,361.17
1354,1691,321,2,143.14,286.28
1355,1443,174,4,84.68,338.72
1356,2049,339,2,10.87,21.74
1357,2000,394,2,334.52,669.04
1358,380,409,3,327.01,981.03
1359,771,281,3,399.35,1198.05
1360,1335,247,4,434.39,1737.56
1361,2538,260,5,446.7,2233.5
1362,1167,187,4,412.71,1650.84
1363,2118,213,1,257.85,257.85
1364,1940,173,5,328.81,1644.05
1365,2210,265,1,476.53,476.53
1366,2212,225,4,59.7,238.8
1367,2566,349,4,364.41,1457.64
1368,835,16,4,344.73,1378.92
1369,1114,230,1,372.58,372.58
1370,1259,405,5,266.09,1330.45
1371,2742,418,2,239.69,479.38
1372,2715,389,2,378.51,757.02
1373,1625,325,4,31.02,124.08
1374,1373,97,4,10.1,40.4
1375,2731,378,4,140.1,560.4
1376,1026,261,4,105.79,423.16
1377,849,96,4,490.48,1961.92
1378,419,434,1,476.39,476.39
1379,1224,105,1,127.87,127.87
1380,2977,249,2,158.77,317.54
1381,2234,73,4,425.67,1702.68
1382,2028,467,5,130.95,654.75
1383,1279,219,1,97.84,97.84
1384,2901,294,1,102.99,102.99
1385,16,497,5,353.45,1767.25
1386,923,268,2,60.56,121.12
1387,1497,111,3,129.1,387.3
1388,1908,295,1,28.59,28.59
1389,2657,178,4,43.28,173.12
1390,1915,62,2,413.53,827.06
1391,132,334,1,399.19,399.19
1392,859,33,4,167.24,668.96
1393,1767,141,2,347.03,694.06
1394,1689,90,1,283.33,283.33
1395,1901,488,1,420.27,420.27
1396,2430,65,4,347.94,1391.76
1397,2740,236,2,139.73,279.46
1398,971,131,1,402.02,402.02
1399,1720,124,5,105.53,527.65
1400,1780,426,4,170.88,683.52
1401,2601,474,1,285.15,285.15
1402,816,179,2,273.45,546.9
1403,2073,426,2,170.88,341.76
1404,64,88,4,425.2,1700.8
1405,1085,260,1,446.7,446.7
1406,2353,254,3,80.46,241.38
1407,1668,173,4,328.81,1315.24
1408,2182,88,2,425.2,850.4
1409,2846,334,3,399.19,1197.57
1410,1853,317,3,134.5,403.5
1411,555,130,1,393.65,393.65
1412,1336,150,1,400.45,400.45
1413,1704,470,2,425.5,851.0
1414,255,402,3,208.05,624.15
1415,956,331,5,134.29,671.45
1416,1406,40,4,360.68,1442.72
1417,2848,35,5,11.34,56.7
1418,2071,80,2,395.98,791.96
1419,2789,174,2,84.68,169.36
1420,1605,470,2,425.5,851.0
1421,826,314,5,452.01,2260.05
1422,1030,83,5,147.86,739.3
1423,1245,184,2,345.54,691.08
1424,2237,302,3,401.21,1203.63
1425,2904,405,1,266.09,266.09
1426,902,137,1,493.12,493.12
1427,2124,233,3,298.01,894.03
1428,990,272,4,391.15,1564.6
1429,2267,221,4,398.64,1594.56
1430,831,301,4,416.56,1666.24
1431,792,325,2,31.02,62.04
1432,532,37,3,27.81,83.43
1433,1861,31,3,463.02,1389.06
1434,976,387,2,64.09,128.18
1435,1192,249,3,158.77,476.31
1436,33,50,4,446.09,1784.36
1437,2927,301,5,416.56,2082.8
1438,1046,422,3,226.46,679.38
1439,2757,499,2,39.15,78.3
1440,1108,160,1,88.27,88.27
1441,2599,54,5,19.83,99.15
1442,1124,123,2,344.13,688.26
1443,2491,369,4,184.98,739.92
1444,520,454,1,291.56,291.56
1445,2483,471,3,412.78,1238.34
1446,2086,424,5,342.26,1711.3
1447,927,325,1,31.02,31.02
1448,2181,3,5,144.42,722.1
1449,2953,464,2,244.4,488.8
1450,2714,329,4,449.78,1799.12
1451,2211,353,2,331.01,662.02
1452,355,111,4,129.1,516.4
1453,311,28,1,158.64,158.64
1454,2503,339,2,10.87,21.74
1455,2728,138,5,39.68,198.4
1456,2902,248,3,142.49,427.47
1457,449,285,3,21.25,63.75
1458,2513,322,1,184.81,184.81
1459,754,403,4,366.79,1467.16
1460,855,477,4,14.71,58.84
1461,477,238,4,63.75,255.0
1462,1251,328,1,273.96,273.96
1463,1518,173,5,328.81,1644.05
1464,1061,30,4,370.73,1482.92
1465,2520,60,1,28.31,28.31
1466,768,132,4,200.36,801.44
1467,1472,120,2,69.88,139.76
1468,25,45,2,184.27,368.54
1469,510,408,5,87.63,438.15
1470,2989,424,5,342.26,1711.3
1471,245,69,3,335.66,1006.98
1472,1302,142,1,140.52,140.52
1473,2006,124,5,105.53,527.65
1474,616,295,2,28.59,57.18
1475,1795,98,3,462.83,1388.49
1476,352,317,3,134.5,403.5
1477,1045,403,5,366.79,1833.95
1478,1690,151,5,309.72,1548.6
1479,1782,197,2,219.25,438.5
1480,28,194,5,5.29,26.45
1481,2028,422,4,226.46,905.84
1482,2113,191,1,99.81,99.81
1483,1425,336,4,287.21,1148.84
1484,1399,111,4,129.1,516.4
1485,779,444,2,48.04,96.08
1486,1959,456,2,480.68,961.36
1487,2702,496,5,482.6,2413.0
1488,1125,411,1,417.15,417.15
1489,2507,262,5,91.71,458.55
1490,2271,222,1,88.55,88.55
1491,1358,264,4,125.24,500.96
1492,18,422,1,226.46,226.46
1493,2088,475,3,396.22,1188.66
1494,2981,487,5,446.05,2230.25
1495,2887,457,4,134.37,537.48
1496,2573,92,2,47.83,95.66
1497,426,320,2,109.83,219.66
1498,2885,384,1,303.86,303.86
1499,1704,298,4,449.79,1799.16
1500,2493,404,3,240.89,722.67
1501,229,277,4,376.1,1504.4
1502,1699,307,5,336.95,1684.75
1503,775,194,3,5.29,15.87
1504,133,348,5,119.26,596.3
1505,231,15,5,483.8,2419.0
1506,967,63,3,279.85,839.55
1507,2432,118,3,433.66,1300.98
1508,1474,401,1,331.82,331.82
1509,1057,202,3,92.02,276.06
1510,956,289,4,319.32,1277.28
1511,2602,270,4,17.24,68.96
1512,1141,74,1,398.49,398.49
1513,1174,18,5,391.14,1955.7
1514,394,32,3,120.34,361.02
1515,2427,134,4,101.82,407.28
1516,2277,421,5,209.1,1045.5
1517,1040,16,2,344.73,689.46
1518,610,266,3,20.38,61.14
1519,1821,316,4,374.85,1499.4
1520,2933,433,4,243.78,975.12
1521,1239,473,3,321.61,964.83
1522,295,358,2,45.1,90.2
1523,1928,214,1,228.2,228.2
1524,1678,431,1,391.07,391.07
1525,2217,379,4,485.59,1942.36
1526,1614,2,1,312.36,312.36
1527,2280,330,2,95.17,190.34
1528,1407,499,5,39.15,195.75
1529,1322,181,5,361.05,1805.25
1530,158,89,2,293.01,586.02
1531,43,332,1,206.13,206.13
1532,2344,5,4,198.68,794.72
1533,1527,285,3,21.25,63.75
1534,2451,334,3,399.19,1197.57
1535,2748,402,3,208.05,624.15
1536,1468,131,1,402.02,402.02
1537,2562,7,4,374.29,1497.16
1538,1762,190,4,405.45,1621.8
1539,668,64,5,90.68,453.4
1540,1105,199,2,410.31,820.62
1541,176,351,3,81.16,243.48
1542,1903,70,3,373.22,1119.66
1543,1559,478,2,308.94,617.88
1544,716,305,2,377.27,754.54
1545,2544,84,4,114.03,456.12
1546,2837,331,1,134.29,134.29
1547,334,282,3,11.61,34.83
1548,533,244,5,366.44,1832.2
1549,1396,10,2,115.69,231.38
1550,1490,315,3,109.87,329.61
1551,962,357,3,377.73,1133.19
1552,1805,491,2,312.24,624.48
1553,115,4,5,15.81,79.05
1554,1999,11,3,111.91,335.73
1555,2540,370,5,6.63,33.15
1556,2857,351,1,81.16,81.16
1557,1038,48,5,474.47,2372.35
1558,575,493,5,367.17,1835.85
1559,2080,378,2,140.1,280.2
1560,2788,70,5,373.22,1866.1
1561,1915,184,1,345.54,345.54
1562,2882,380,1,265.41,265.41
1563,1743,289,5,319.32,1596.6
1564,1972,148,2,413.63,827.26
1565,1526,408,1,87.63,87.63
1566,2782,66,4,66.25,265.0
1567,2551,368,2,96.06,192.12
1568,517,262,5,91.71,458.55
1569,481,92,5,47.83,239.15
1570,1369,456,5,480.68,2403.4
1571,1200,147,5,421.31,2106.55
1572,104,225,2,59.7,119.4
1573,1589,381,3,162.0,486.0
1574,1646,440,2,432.27,864.54
1575,1327,355,4,356.35,1425.4
1576,1048,103,5,286.8,1434.0
1577,492,377,2,404.65,809.3
1578,161,268,1,60.56,60.56
1579,597,55,1,48.89,48.89
1580,1788,393,1,36.72,36.72
1581,1155,264,4,125.24,500.96
1582,1723,141,5,347.03,1735.15
1583,1559,46,5,247.69,1238.45
1584,1281,433,1,243.78,243.78
1585,2702,134,2,101.82,203.64
1586,2117,73,1,425.67,425.67
1587,2691,49,2,18.83,37.66
1588,2952,283,4,482.03,1928.12
1589,1115,64,3,90.68,272.04
1590,2733,286,4,43.66,174.64
1591,2859,417,3,173.27,519.81
1592,2327,182,1,301.42,301.42
1593,2314,110,5,308.45,1542.25
1594,359,167,5,434.07,2170.35
1595,329,18,3,391.14,1173.42
1596,1763,111,4,129.1,516.4
1597,675,304,1,498.58,498.58
1598,1860,129,5,425.79,2128.95
1599,2951,107,1,397.94,397.94
1600,1176,473,5,321.61,1608.05
1601,597,138,1,39.68,39.68
1602,2646,363,5,424.84,2124.2
1603,2178,351,5,81.16,405.8
1604,835,80,3,395.98,1187.94
1605,1966,212,5,258.57,1292.85
1606,2559,72,3,33.07,99.21
