order_id,customer_id,order_date,status,shipping_city,shipping_state
606,109,2022-03-18,delivered,San Diego,TX
607,532,2022-11-18,delivered,Chicago,TX
608,103,2022-11-28,delivered,Dallas,TX
609,353,2022-12-14,processing,San Antonio,IL
610,252,2022-10-03,shipped,Philadelphia,NY
611,925,2022-10-13,shipped,Los Angeles,NY
612,24,2022-09-01,delivered,Houston,NY
613,352,2022-02-25,processing,Phoenix,IL
614,660,2022-11-20,processing,Houston,PA
615,461,2022-09-22,processing,Chicago,AZ
616,764,2022-05-08,delivered,Houston,IL
617,263,2022-03-25,shipped,Chicago,PA
618,510,2022-03-12,shipped,Philadelphia,CA
619,529,2022-11-20,shipped,San Diego,CA
620,447,2022-04-19,delivered,New York,CA
621,156,2022-12-29,shipped,New York,TX
622,173,2022-09-16,delivered,New York,TX
623,388,2022-03-06,delivered,San Jose,AZ
624,677,2022-11-03,delivered,New York,CA
625,565,2022-07-13,cancelled,Houston,TX
626,737,2022-01-09,delivered,San Antonio,PA
627,816,2022-03-28,shipped,Chicago,CA
628,107,2022-01-21,pending,Phoenix,TX
629,65,2022-07-25,pending,Houston,TX
630,85,2022-03-06,shipped,San Jose,CA
631,434,2022-08-09,pending,Chicago,PA
632,477,2022-06-08,shipped,Philadelphia,CA
633,829,2022-03-16,pending,San Diego,AZ
634,34,2022-10-04,shipped,San Diego,CA
635,439,2022-08-13,delivered,San Diego,TX
636,474,2022-06-13,processing,Philadelphia,TX
637,292,2022-10-24,shipped,San Diego,AZ
638,755,2022-03-10,delivered,San Antonio,NY
639,237,2022-06-27,delivered,Chicago,PA
640,250,2022-12-03,cancelled,Dallas,CA
641,605,2022-03-17,delivered,Dallas,CA
642,339,2022-07-15,processing,Phoenix,NY
643,125,2022-03-01,shipped,Chicago,PA
644,93,2022-05-09,returned,Philadelphia,TX
645,723,2022-04-03,processing,Houston,TX
646,842,2022-09-28,processing,New York,TX
647,500,2022-05-12,shipped,San Diego,TX
648,797,2022-01-16,pending,New York,PA
649,430,2022-10-01,shipped,Houston,TX
650,896,2022-05-21,processing,Phoenix,PA
651,313,2022-05-29,shipped,San Antonio,IL
652,821,2022-07-01,shipped,Houston,CA
653,766,2022-05-29,returned,Los Angeles,CA
654,295,2022-04-09,delivered,Dallas,AZ
655,202,2022-01-16,delivered,Houston,CA
656,821,2022-12-20,shipped,San Antonio,TX
657,132,2022-12-22,delivered,Chicago,IL
658,694,2022-12-25,returned,New York,TX
659,73,2022-08-08,delivered,Phoenix,PA
660,326,2022-06-20,shipped,Los Angeles,PA
661,396,2022-05-21,shipped,Los Angeles,TX
662,83,2022-05-24,delivered,San Jose,PA
663,752,2022-01-09,delivered,San Jose,TX
664,699,2022-10-18,shipped,San Jose,CA
665,678,2022-12-22,shipped,Chicago,CA
666,606,2022-03-27,shipped,Chicago,NY
667,844,2022-03-31,delivered,Dallas,AZ
668,601,2022-05-24,delivered,San Jose,CA
669,995,2022-03-19,cancelled,Philadelphia,CA
670,336,2022-02-08,shipped,Houston,IL
671,226,2022-11-17,shipped,Houston,CA
672,983,2022-07-18,cancelled,Chicago,CA
673,577,2022-12-21,shipped,San Diego,PA
674,989,2022-07-10,cancelled,New York,NY
675,383,2022-02-24,delivered,San Diego,IL
676,735,2022-10-25,delivered,San Antonio,CA
677,18,2022-03-31,delivered,Dallas,PA
678,256,2022-08-11,processing,Dallas,PA
679,116,2022-12-15,shipped,San Diego,TX
680,57,2022-08-28,processing,Houston,IL
681,503,2022-11-13,delivered,San Antonio,TX
682,572,2022-08-23,delivered,New York,AZ
683,311,2022-10-21,shipped,Chicago,PA
684,206,2022-08-25,delivered,Chicago,PA
685,1,2022-04-10,delivered,Chicago,NY
686,239,2022-02-06,delivered,Dallas,CA
687,16,2022-12-27,processing,Los Angeles,CA
688,7,2022-04-13,processing,San Diego,CA
689,383,2022-04-20,delivered,San Diego,CA
690,886,2022-07-23,processing,San Antonio,CA
691,717,2022-02-07,delivered,San Jose,TX
692,784,2022-06-19,processing,Los Angeles,TX
693,139,2022-04-07,shipped,Los Angeles,PA
694,148,2022-09-25,delivered,San Antonio,TX
695,760,2022-04-11,processing,San Antonio,AZ
696,414,2022-05-09,processing,Phoenix,CA
697,167,2022-03-20,processing,Los Angeles,PA
698,63,2022-10-21,pending,San Diego,CA
699,114,2022-12-11,processing,Phoenix,IL
700,318,2022-09-13,processing,Los Angeles,CA
701,169,2022-04-29,processing,New York,CA
702,972,2022-08-22,delivered,Los Angeles,TX
703,170,2022-07-11,pending,Dallas,CA
704,610,2022-10-22,delivered,San Antonio,TX
705,311,2022-02-26,processing,San Jose,PA
706,349,2022-09-16,delivered,San Diego,CA
707,519,2022-11-19,shipped,Phoenix,AZ
708,463,2022-01-21,shipped,Houston,AZ
709,3,2022-03-13,delivered,San Antonio,TX
710,518,2022-10-26,delivered,Chicago,CA
711,304,2022-01-16,processing,Philadelphia,CA
712,819,2022-10-13,pending,Houston,TX
713,525,2022-10-06,delivered,Los Angeles,TX
714,661,2022-12-10,delivered,Houston,NY
715,347,2022-05-11,processing,Chicago,CA
716,442,2022-07-31,delivered,Los Angeles,IL
717,844,2022-03-11,delivered,Phoenix,CA
718,437,2022-01-06,shipped,San Diego,NY
719,590,2022-09-26,shipped,San Jose,TX
720,870,2022-05-13,delivered,San Diego,CA
721,281,2022-01-24,delivered,Houston,TX
722,251,2022-09-28,pending,Chicago,TX
723,371,2022-06-30,pending,San Diego,TX
724,338,2022-03-17,delivered,Dallas,CA
725,52,2022-12-25,delivered,Chicago,TX
726,793,2022-11-14,delivered,New York,CA
727,6,2022-10-23,returned,New York,CA
728,439,2022-05-09,pending,San Antonio,TX
729,66,2022-04-06,processing,Philadelphia,TX
730,723,2022-03-05,processing,Los Angeles,AZ
731,307,2022-12-08,shipped,New York,CA
732,26,2022-05-16,delivered,San Diego,CA
733,569,2022-02-20,delivered,Dallas,CA
734,420,2022-08-13,shipped,San Diego,AZ
735,252,2022-06-22,shipped,Phoenix,NY
736,845,2022-05-14,processing,San Jose,CA
737,280,2022-12-18,processing,Philadelphia,IL
738,225,2022-08-14,shipped,Houston,CA
739,823,2022-04-12,shipped,Philadelphia,TX
740,226,2022-11-23,shipped,Los Angeles,NY
741,197,2022-04-11,delivered,San Diego,AZ
742,599,2022-03-07,delivered,San Antonio,CA
743,917,2022-05-06,shipped,Houston,PA
744,918,2022-11-20,pending,San Jose,CA
745,935,2022-04-13,processing,San Jose,TX
746,484,2022-12-23,processing,Dallas,TX
747,880,2022-12-04,processing,Phoenix,CA
748,444,2022-11-07,delivered,New York,AZ
749,723,2022-01-07,processing,Houston,CA
750,360,2022-05-12,pending,New York,NY
751,182,2022-07-24,shipped,Phoenix,TX
752,352,2022-01-15,processing,New York,TX
753,352,2022-01-29,cancelled,Dallas,AZ
754,213,2022-07-22,delivered,Chicago,CA
755,575,2022-03-10,returned,Philadelphia,AZ
756,885,2022-03-10,returned,Houston,TX
757,386,2022-02-04,shipped,San Jose,CA
758,677,2022-03-05,shipped,Dallas,PA
759,109,2022-10-16,processing,Houston,TX
760,723,2022-10-04,delivered,Los Angeles,TX
761,281,2022-11-19,cancelled,Philadelphia,IL
762,823,2022-11-16,delivered,Los Angeles,IL
763,920,2022-12-24,shipped,New York,PA
764,741,2022-01-05,processing,San Diego,CA
765,988,2022-01-29,delivered,Dallas,IL
766,811,2022-05-15,delivered,Phoenix,CA
767,978,2022-05-19,delivered,Dallas,CA
768,722,2022-05-10,pending,New York,CA
769,236,2022-09-11,shipped,Philadelphia,AZ
770,825,2022-07-23,delivered,New York,TX
771,469,2022-05-17,shipped,Philadelphia,CA
772,835,2022-04-20,processing,San Diego,CA
773,272,2022-12-07,shipped,San Jose,CA
774,444,2022-02-22,processing,Phoenix,TX
775,59,2022-07-17,delivered,San Jose,AZ
776,654,2022-05-28,delivered,Phoenix,IL
777,127,2022-11-06,delivered,San Jose,NY
778,981,2022-03-30,processing,Los Angeles,TX
779,358,2022-10-23,shipped,Chicago,CA
780,867,2022-04-28,delivered,San Antonio,TX
781,923,2022-07-22,shipped,Dallas,AZ
782,774,2022-08-20,shipped,Philadelphia,PA
783,710,2022-05-16,processing,New York,NY
784,472,2022-01-26,delivered,Chicago,TX
785,801,2022-02-12,shipped,Los Angeles,NY
786,770,2022-10-08,shipped,Houston,AZ
787,538,2022-12-02,shipped,New York,PA
788,685,2022-01-03,delivered,Houston,NY
789,27,2022-02-16,delivered,Philadelphia,TX
790,105,2022-02-11,delivered,San Jose,CA
791,330,2022-10-28,pending,San Jose,TX
792,109,2022-05-14,pending,New York,TX
793,863,2022-02-10,delivered,Houston,CA
794,543,2022-06-29,delivered,Dallas,CA
795,136,2022-05-25,processing,Phoenix,TX
796,342,2022-02-22,shipped,San Antonio,CA
797,294,2022-02-10,shipped,San Jose,CA
798,362,2022-11-11,delivered,San Jose,AZ
799,395,2022-10-19,processing,San Antonio,AZ
800,523,2022-09-22,delivered,San Jose,CA
801,219,2022-06-23,processing,San Diego,CA
802,104,2022-09-22,pending,Houston,CA
803,737,2022-11-20,delivered,Chicago,NY
804,383,2022-05-11,shipped,San Jose,CA
805,380,2022-01-14,delivered,Houston,TX
806,718,2022-08-08,shipped,San Antonio,CA
807,142,2022-07-18,delivered,Phoenix,TX
808,724,2022-05-28,shipped,Phoenix,CA
809,524,2022-06-24,processing,Chicago,CA
810,965,2022-07-14,delivered,Los Angeles,NY
811,47,2022-02-24,processing,Dallas,TX
812,42,2022-07-11,returned,Phoenix,NY
813,38,2022-07-31,delivered,Philadelphia,NY
814,621,2022-12-28,delivered,Dallas,CA
815,831,2022-06-06,processing,San Jose,IL
816,928,2022-12-28,shipped,San Antonio,CA
817,763,2022-12-21,delivered,Chicago,CA
818,825,2022-09-19,pending,Philadelphia,NY
819,518,2022-09-22,delivered,Chicago,IL
820,802,2022-03-21,shipped,Houston,IL
821,111,2022-03-30,delivered,Dallas,IL
822,903,2022-09-24,shipped,Phoenix,TX
823,890,2022-04-19,delivered,Phoenix,PA
824,179,2022-09-16,delivered,Chicago,IL
825,451,2022-06-09,delivered,San Diego,NY
826,205,2022-11-06,delivered,Chicago,NY
827,126,2022-04-30,pending,Philadelphia,CA
828,369,2022-02-28,processing,San Antonio,TX
829,834,2022-11-17,processing,New York,NY
830,703,2022-11-29,processing,Dallas,TX
831,322,2022-01-13,shipped,Chicago,CA
832,767,2022-06-26,returned,San Jose,CA
833,653,2022-12-12,processing,Philadelphia,CA
834,328,2022-05-18,delivered,New York,TX
835,400,2022-09-16,delivered,San Jose,CA
836,620,2022-09-26,delivered,Dallas,TX
837,3,2022-11-22,shipped,Houston,IL
838,915,2022-04-09,delivered,Houston,TX
839,795,2022-07-10,delivered,San Diego,CA
840,169,2022-08-27,delivered,New York,NY
841,832,2022-04-22,shipped,Phoenix,TX
842,807,2022-05-28,shipped,Philadelphia,TX
843,752,2022-09-02,processing,Philadelphia,PA
844,887,2022-01-13,delivered,San Antonio,TX
845,968,2022-11-29,processing,Los Angeles,IL
846,493,2022-11-19,shipped,New York,AZ
847,669,2022-07-28,shipped,Los Angeles,AZ
848,190,2022-07-12,shipped,San Diego,CA
849,917,2022-07-03,shipped,San Jose,TX
850,525,2022-01-24,delivered,Philadelphia,CA
851,779,2022-12-28,shipped,Dallas,PA
852,66,2022-10-31,delivered,Los Angeles,IL
853,14,2022-05-28,cancelled,San Antonio,TX
854,729,2022-09-03,shipped,Houston,NY
855,759,2022-02-11,processing,Chicago,NY
856,890,2022-03-09,pending,San Antonio,AZ
857,552,2022-05-25,pending,San Diego,AZ
858,699,2022-04-30,delivered,San Antonio,CA
859,637,2022-07-14,delivered,Dallas,NY
860,646,2022-07-19,returned,New York,TX
861,986,2022-10-21,delivered,Phoenix,CA
862,405,2022-12-31,processing,San Jose,TX
863,12,2022-06-30,delivered,Houston,TX
864,710,2022-09-30,pending,Houston,CA
865,288,2022-02-10,delivered,Philadelphia,PA
866,923,2022-01-16,delivered,Los Angeles,CA
867,991,2022-06-23,delivered,San Antonio,AZ
868,606,2022-07-11,shipped,Phoenix,PA
869,863,2022-05-23,pending,San Antonio,TX
870,909,2022-02-02,cancelled,Dallas,PA
871,284,2022-12-05,delivered,Philadelphia,CA
872,542,2022-12-01,returned,Los Angeles,CA
873,289,2022-10-27,delivered,Los Angeles,NY
874,638,2022-06-22,shipped,San Antonio,PA
875,717,2022-04-06,processing,Dallas,CA
876,501,2022-09-12,pending,Philadelphia,AZ
877,251,2022-10-25,delivered,Chicago,TX
878,647,2022-09-06,shipped,San Jose,IL
879,449,2022-12-27,delivered,San Antonio,CA
880,793,2022-04-22,delivered,Los Angeles,CA
881,59,2022-08-08,pending,New York,CA
882,894,2022-06-08,delivered,San Jose,TX
883,300,2022-09-27,delivered,San Antonio,CA
884,930,2022-09-14,delivered,Houston,CA
885,636,2022-08-07,pending,Philadelphia,TX
886,9,2022-03-02,delivered,San Jose,CA
887,896,2022-01-10,delivered,Dallas,NY
888,995,2022-07-27,delivered,Phoenix,CA
889,460,2022-11-02,pending,Chicago,TX
890,499,2022-05-23,shipped,Los Angeles,CA
891,341,2022-10-14,shipped,San Antonio,IL
892,359,2022-10-30,shipped,Los Angeles,CA
893,854,2022-02-18,shipped,San Diego,CA
894,941,2022-05-26,pending,San Diego,CA
895,892,2022-07-23,processing,Los Angeles,TX
896,624,2022-11-28,returned,Los Angeles,NY
897,653,2022-01-23,pending,Chicago,CA
898,898,2022-03-30,processing,San Diego,CA
899,99,2022-10-19,shipped,Dallas,PA
900,321,2022-08-01,processing,San Diego,PA
901,642,2022-07-29,cancelled,Philadelphia,TX
902,913,2022-12-03,delivered,San Antonio,CA
903,447,2022-07-25,shipped,Los Angeles,CA
904,680,2022-09-26,shipped,New York,TX
905,466,2022-12-12,shipped,Philadelphia,IL
906,958,2022-10-12,pending,Chicago,NY
907,994,2022-06-18,shipped,Houston,IL
908,816,2022-02-17,delivered,Philadelphia,PA
909,189,2022-01-08,shipped,Los Angeles,PA
910,368,2022-04-16,processing,Dallas,AZ
911,664,2022-06-26,processing,San Jose,PA
912,715,2022-09-14,pending,Chicago,PA
913,926,2022-01-15,delivered,Dallas,IL
914,860,2022-08-29,shipped,San Diego,TX
915,385,2022-03-03,processing,Houston,IL
916,654,2022-12-26,cancelled,Houston,TX
917,350,2022-10-09,delivered,San Jose,TX
918,949,2022-04-01,processing,Philadelphia,CA
919,490,2022-11-21,shipped,Chicago,CA
920,33,2022-12-01,shipped,San Antonio,IL
921,434,2022-11-23,cancelled,Houston,AZ
922,54,2022-03-30,delivered,San Jose,NY
923,72,2022-02-09,shipped,Houston,AZ
924,317,2022-07-09,processing,Dallas,TX
925,769,2022-01-16,delivered,San Antonio,CA
926,304,2022-09-27,shipped,San Diego,NY
927,772,2022-12-21,pending,San Diego,TX
928,985,2022-09-05,processing,Los Angeles,CA
929,876,2022-04-09,delivered,Los Angeles,IL
930,712,2022-01-05,returned,San Antonio,CA
931,373,2022-03-17,delivered,San Antonio,IL
932,372,2022-06-06,processing,Houston,IL
933,140,2022-12-06,delivered,San Diego,TX
934,488,2022-03-29,processing,New York,TX
935,762,2022-04-19,processing,Houston,PA
936,651,2022-02-20,shipped,New York,TX
937,989,2022-09-29,processing,Houston,TX
938,240,2022-05-04,returned,Philadelphia,CA
939,904,2022-06-29,shipped,Philadelphia,IL
940,44,2022-05-10,pending,San Antonio,TX
941,971,2022-10-07,shipped,Chicago,CA
942,351,2022-01-05,processing,San Antonio,IL
943,609,2022-11-19,shipped,San Jose,NY
944,993,2022-04-08,delivered,San Antonio,TX
945,105,2022-06-04,pending,San Diego,IL
946,838,2022-04-07,delivered,San Jose,TX
947,71,2022-06-28,shipped,Houston,IL
948,21,2022-02-06,shipped,New York,CA
949,639,2022-03-07,delivered,Dallas,AZ
950,159,2022-02-09,delivered,Los Angeles,PA
951,568,2022-08-13,delivered,Houston,CA
952,970,2022-01-16,delivered,San Antonio,CA
953,506,2022-10-24,delivered,Phoenix,PA
954,398,2022-11-03,processing,San Antonio,CA
955,356,2022-05-31,returned,Los Angeles,CA
956,573,2022-05-10,delivered,New York,PA
957,93,2022-10-10,shipped,Houston,CA
958,473,2022-02-19,shipped,Dallas,AZ
959,819,2022-12-23,delivered,San Diego,PA
960,403,2022-02-24,processing,Chicago,NY
961,119,2022-06-17,processing,Philadelphia,CA
962,17,2022-07-20,delivered,New York,CA
963,387,2022-05-29,pending,Houston,TX
964,253,2022-08-23,delivered,Los Angeles,CA
965,989,2022-03-07,delivered,Philadelphia,NY
966,612,2022-04-19,cancelled,Dallas,CA
967,69,2022-08-11,shipped,Chicago,CA
968,499,2022-07-07,delivered,San Jose,NY
969,76,2022-03-15,shipped,San Antonio,CA
970,211,2022-02-22,cancelled,San Antonio,CA
971,481,2022-06-22,delivered,San Antonio,TX
972,804,2022-08-12,processing,Phoenix,CA
973,683,2022-07-10,processing,San Diego,CA
974,438,2022-04-22,processing,Los Angeles,TX
975,159,2022-06-08,shipped,Phoenix,CA
976,732,2022-06-23,pending,San Jose,CA
977,584,2022-04-15,pending,Los Angeles,IL
978,895,2022-04-13,delivered,Philadelphia,CA
979,821,2022-10-20,shipped,San Jose,TX
980,260,2022-04-06,delivered,Dallas,IL
981,666,2022-12-29,delivered,New York,CA
982,557,2022-11-05,delivered,Los Angeles,TX
983,88,2022-01-27,pending,San Diego,TX
984,134,2022-04-17,delivered,San Diego,TX
985,391,2022-08-18,pending,Phoenix,PA
986,619,2022-03-25,delivered,San Antonio,AZ
987,648,2022-01-24,shipped,San Antonio,IL
988,422,2022-09-19,delivered,Houston,CA
989,240,2022-04-09,delivered,Phoenix,TX
990,711,2022-05-28,delivered,San Diego,TX
991,486,2022-07-02,delivered,New York,TX
992,305,2022-09-07,pending,San Jose,NY
993,498,2022-07-24,delivered,New York,TX
994,798,2022-09-16,cancelled,New York,TX
995,638,2022-10-04,shipped,Houston,CA
996,544,2022-05-04,delivered,San Antonio,TX
997,23,2022-10-05,pending,Dallas,CA
998,926,2022-02-24,pending,San Antonio,TX
999,118,2022-05-09,shipped,Chicago,CA
1000,281,2022-03-17,shipped,Philadelphia,TX
1001,981,2022-01-31,pending,Chicago,TX
1002,483,2022-12-17,processing,San Jose,CA
1003,557,2022-11-19,pending,Los Angeles,TX
1004,493,2022-05-02,delivered,San Antonio,TX
1005,923,2022-07-15,shipped,Philadelphia,PA
1006,412,2022-04-11,delivered,Los Angeles,IL
1007,63,2022-03-09,delivered,Phoenix,TX
1008,220,2022-06-27,processing,Dallas,IL
1009,323,2022-08-04,cancelled,Phoenix,TX
1010,966,2022-07-07,delivered,Houston,CA
1011,719,2022-07-30,shipped,Dallas,CA
1012,428,2022-05-12,shipped,San Diego,IL
1013,536,2022-12-10,delivered,Philadelphia,TX
1014,522,2022-08-11,pending,New York,TX
1015,181,2022-05-22,delivered,Houston,CA
1016,737,2022-02-04,delivered,Houston,TX
1017,878,2022-12-02,processing,Phoenix,NY
1018,1,2022-10-01,delivered,Houston,CA
1019,717,2022-11-06,delivered,Phoenix,NY
1020,796,2022-12-25,shipped,Chicago,CA
1021,611,2022-04-10,delivered,Philadelphia,IL
1022,925,2022-11-17,delivered,San Diego,CA
1023,798,2022-02-27,delivered,San Jose,CA
1024,408,2022-10-19,delivered,San Diego,IL
1025,501,2022-11-28,shipped,Chicago,NY
1026,269,2022-04-24,processing,San Antonio,TX
1027,121,2022-12-02,shipped,New York,CA
1028,910,2022-02-09,delivered,Houston,IL
1029,883,2022-01-09,delivered,Houston,NY
1030,122,2022-04-13,pending,Houston,CA
1031,768,2022-11-12,shipped,San Diego,TX
1032,209,2022-01-15,delivered,New York,CA
1033,81,2022-09-30,shipped,Houston,TX
1034,610,2022-07-10,delivered,Houston,NY
1035,752,2022-01-16,cancelled,New York,TX
1036,442,2022-10-23,delivered,Phoenix,IL
1037,787,2022-08-27,delivered,Los Angeles,TX
1038,739,2022-04-06,shipped,San Jose,AZ
1039,809,2022-06-25,pending,Phoenix,IL
1040,361,2022-10-26,delivered,Philadelphia,TX
1041,938,2022-07-10,processing,Los Angeles,AZ
1042,73,2022-02-16,pending,Houston,IL
1043,611,2022-02-03,returned,San Diego,AZ
1044,959,2022-11-09,delivered,San Antonio,TX
1045,931,2022-03-22,shipped,Los Angeles,PA
1046,166,2022-02-17,delivered,San Antonio,CA
1047,613,2022-07-22,shipped,San Jose,IL
1048,216,2022-09-23,delivered,Los Angeles,IL
1049,746,2022-06-15,shipped,Los Angeles,CA
1050,176,2022-06-05,shipped,Philadelphia,CA
1051,165,2022-12-06,shipped,San Jose,NY
1052,841,2022-02-28,shipped,San Diego,TX
1053,633,2022-10-12,processing,San Antonio,TX
1054,247,2022-07-13,processing,Los Angeles,PA
1055,767,2022-07-09,processing,San Diego,TX
1056,586,2022-10-31,shipped,Philadelphia,TX
1057,698,2022-06-27,cancelled,San Diego,TX
1058,610,2022-10-04,processing,Dallas,AZ
1059,514,2022-12-26,delivered,Philadelphia,TX
1060,977,2022-10-16,shipped,San Diego,CA
1061,427,2022-01-12,shipped,San Jose,TX
1062,501,2022-06-17,processing,San Antonio,IL
1063,332,2022-09-13,processing,Philadelphia,CA
1064,630,2022-10-15,delivered,Houston,TX
1065,560,2022-10-01,shipped,San Diego,TX
1066,322,2022-11-28,shipped,New York,IL
1067,202,2022-07-06,delivered,San Jose,NY
1068,824,2022-12-30,returned,San Jose,TX
1069,968,2022-06-16,delivered,Los Angeles,CA
1070,82,2022-08-24,pending,San Diego,CA
1071,127,2022-04-06,delivered,Philadelphia,IL
1072,18,2022-07-16,delivered,Philadelphia,CA
1073,892,2022-02-20,delivered,San Antonio,IL
1074,871,2022-04-28,pending,Dallas,PA
1075,871,2022-10-15,processing,Chicago,CA
1076,139,2022-05-04,pending,Chicago,CA
1077,262,2022-10-18,delivered,San Diego,AZ
1078,278,2022-07-23,processing,Dallas,CA
1079,927,2022-10-27,returned,San Jose,CA
1080,37,2022-11-03,delivered,Houston,CA
1081,142,2022-07-28,delivered,San Diego,CA
1082,242,2022-10-14,processing,San Diego,CA
1083,624,2022-03-15,pending,Los Angeles,AZ
1084,40,2022-05-25,shipped,Phoenix,CA
1085,946,2022-03-26,delivered,Los Angeles,CA
1086,267,2022-02-28,delivered,San Diego,TX
1087,88,2022-07-06,shipped,San Diego,CA
1088,435,2022-01-02,delivered,Houston,AZ
1089,666,2022-02-01,delivered,San Antonio,PA
1090,403,2022-02-10,processing,Los Angeles,CA
1091,613,2022-02-17,processing,New York,PA
1092,568,2022-12-03,returned,San Diego,CA
1093,25,2022-08-22,delivered,Philadelphia,CA
1094,504,2022-07-19,returned,Los Angeles,PA
1095,932,2022-11-10,delivered,Houston,AZ
1096,630,2022-03-12,returned,Los Angeles,CA
1097,800,2022-01-21,processing,San Diego,CA
1098,789,2022-09-13,processing,Dallas,TX
1099,880,2022-04-28,shipped,Houston,TX
1100,671,2022-04-25,delivered,Chicago,CA
1101,393,2022-03-09,delivered,Chicago,CA
1102,637,2022-05-21,returned,Dallas,TX
1103,738,2022-09-18,delivered,Dallas,PA
1104,43,2022-11-14,delivered,San Diego,IL
1105,562,2022-01-23,returned,San Antonio,CA
1106,732,2022-04-21,returned,Los Angeles,NY
1107,216,2022-07-28,pending,Philadelphia,TX
1108,529,2022-07-25,processing,Phoenix,TX
1109,913,2022-04-08,pending,Houston,CA
1110,224,2022-02-12,delivered,San Jose,CA
1111,449,2022-02-15,shipped,Houston,CA
1112,642,2022-05-31,processing,Dallas,IL
1113,976,2022-01-11,pending,Los Angeles,CA
1114,948,2022-02-19,shipped,San Antonio,TX
1115,872,2022-03-26,delivered,Phoenix,CA
1116,795,2022-01-16,delivered,San Diego,TX
1117,709,2022-07-02,cancelled,San Jose,TX
1118,929,2022-11-09,delivered,New York,PA
1119,298,2022-11-28,shipped,Houston,CA
1120,570,2022-07-11,processing,San Antonio,NY
1121,161,2022-12-23,delivered,Dallas,PA
1122,594,2022-05-10,processing,Chicago,TX
1123,657,2022-03-23,processing,San Diego,CA
1124,74,2022-07-08,shipped,Dallas,CA
1125,330,2022-07-07,delivered,San Diego,TX
1126,680,2022-06-21,delivered,Dallas,CA
1127,652,2022-02-16,delivered,Dallas,CA
1128,701,2022-09-27,shipped,Phoenix,TX
1129,661,2022-08-13,pending,San Diego,CA
1130,596,2022-02-09,shipped,Philadelphia,PA
1131,941,2022-04-20,delivered,Los Angeles,CA
1132,240,2022-11-21,delivered,Los Angeles,CA
1133,846,2022-12-01,delivered,San Antonio,NY
1134,285,2022-10-28,shipped,Phoenix,TX
1135,429,2022-09-24,delivered,Dallas,TX
1136,397,2022-05-11,delivered,San Diego,TX
1137,500,2022-08-20,shipped,San Diego,IL
1138,343,2022-03-27,processing,Houston,IL
1139,316,2022-02-23,shipped,Houston,CA
1140,107,2022-05-12,delivered,San Diego,TX
1141,492,2022-12-17,shipped,San Diego,PA
1142,752,2022-07-17,shipped,San Jose,NY
1143,931,2022-04-10,delivered,Dallas,TX
1144,257,2022-08-14,processing,New York,CA
1145,314,2022-11-26,delivered,Los Angeles,CA
1146,220,2022-01-31,delivered,Philadelphia,TX
1147,772,2022-02-19,shipped,Phoenix,CA
1148,20,2022-12-30,processing,Philadelphia,PA
1149,955,2022-09-06,delivered,San Antonio,IL
1150,680,2022-08-16,delivered,San Jose,CA
1151,795,2022-07-29,delivered,Dallas,TX
1152,42,2022-09-06,processing,Philadelphia,NY
1153,688,2022-03-18,delivered,San Antonio,TX
1154,190,2022-10-14,pending,Dallas,CA
1155,203,2022-03-12,delivered,Phoenix,CA
1156,863,2022-02-19,delivered,Los Angeles,CA
1157,101,2022-06-24,delivered,Chicago,CA
1158,859,2022-11-13,delivered,Chicago,TX
1159,723,2022-04-08,delivered,Philadelphia,CA
1160,692,2022-06-14,delivered,Philadelphia,PA
1161,680,2022-03-30,delivered,New York,PA
1162,46,2022-09-30,processing,San Diego,IL
1163,146,2022-09-02,returned,Los Angeles,PA
1164,100,2022-06-09,shipped,New York,TX
1165,878,2022-05-31,shipped,San Diego,PA
1166,928,2022-09-19,delivered,Dallas,CA
1167,413,2022-08-01,returned,Philadelphia,AZ
1168,582,2022-05-21,processing,Phoenix,CA
1169,863,2022-11-27,delivered,New York,CA
1170,307,2022-07-24,delivered,New York,TX
1171,813,2022-12-03,shipped,San Antonio,TX
1172,545,2022-12-25,delivered,New York,TX
1173,285,2022-01-07,processing,Houston,PA
1174,910,2022-07-19,shipped,San Antonio,TX
1175,122,2022-12-11,pending,Chicago,TX
1176,669,2022-10-13,processing,Phoenix,NY
1177,820,2022-10-22,shipped,Dallas,TX
1178,532,2022-10-30,shipped,San Diego,PA
1179,956,2022-03-13,processing,San Diego,CA
1180,911,2022-06-15,cancelled,New York,AZ
1181,266,2022-12-02,pending,Phoenix,TX
1182,527,2022-04-28,shipped,Los Angeles,CA
1183,954,2022-05-08,pending,Los Angeles,AZ
1184,415,2022-05-21,delivered,Chicago,PA
1185,898,2022-04-05,pending,New York,IL
1186,70,2022-04-20,cancelled,San Diego,TX
1187,997,2022-10-04,returned,Chicago,PA
1188,236,2022-02-04,returned,Phoenix,TX
1189,291,2022-08-12,pending,San Jose,NY
1190,27,2022-06-09,processing,New York,PA
1191,27,2022-01-01,delivered,San Jose,CA
1192,986,2022-09-14,delivered,Los Angeles,PA
1193,352,2022-07-16,delivered,Chicago,CA
1194,472,2022-01-08,cancelled,Los Angeles,CA
1195,750,2022-04-27,shipped,Philadelphia,PA
1196,785,2022-02-04,processing,Chicago,TX
1197,319,2022-11-22,shipped,Dallas,AZ
1198,561,2022-12-18,delivered,San Jose,TX
1199,766,2022-10-26,pending,San Jose,TX
1200,768,2022-04-26,cancelled,Los Angeles,NY
1201,947,2022-06-19,delivered,Phoenix,TX
