Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Years_at_Company,Monthly_Income,Performance_Rating,Recruitment_Source,Training_Hours_Last_Year,Job_Satisfaction,Work_Life_Balance,Overtime,Attrition
7003,38,Female,Customer Support,Analyst,High School,3.2,115759,3,Job Portal,28,5,4,No,No
7004,59,Female,Sales,Lead,PhD,12.8,101670,4,Job Portal,39,3,1,No,No
7005,36,Female,Sales,Associate,Bachelor's,0.7,169104,3,Consultant,16,4,3,Yes,No
7006,31,Male,Operations,Associate,Master's,1.5,152004,2,Consultant,25,1,3,No,No
7007,34,Female,IT,Senior Associate,Master's,4.1,91646,4,LinkedIn,64,3,5,No,Yes
7008,23,Male,IT,Executive,Bachelor's,4,195144,5,Consultant,68,2,1,Yes,No
7009,58,Female,Marketing,Lead,High School,3.9,193090,2,Consultant,87,1,5,No,No
7010,38,Female,HR,Executive,High School,1.3,170276,3,LinkedIn,42,4,3,Yes,No
7011,40,Male,IT,Associate,Bachelor's,5.1,116841,4,Consultant,64,1,3,No,No
7012,45,Female,IT,Associate,Master's,1.4,143064,3,LinkedIn,119,5,4,Yes,No
7013,58,Male,HR,Lead,Bachelor's,9,169104,4,Job Portal,99,4,1,No,Yes
7014,33,Male,Finance,Analyst,High School,1.6,51971,3,Job Portal,97,3,3,Yes,No
7015,24,Male,Operations,Lead,Master's,1.8,97010,3,Consultant,73,5,3,Yes,No
7016,34,Male,Sales,Manager,Master's,9.5,199301,3,LinkedIn,98,3,1,No,No
7017,53,Female,Operations,Associate,PhD,5.2,48324,3,Referral,82,5,2,No,No
7018,48,Male,IT,Associate,PhD,4.7,169138,4,Job Portal,3,2,5,No,No
7019,57,Female,IT,Executive,Master's,0.4,53886,4,Referral,64,5,5,No,No
7020,28,Female,Operations,Manager,High School,18,196181,5,Campus,14,1,4,No,Yes
7021,54,Male,Sales,Analyst,High School,4.8,163695,4,Campus,52,4,1,No,No
7022,25,Male,IT,Associate,Bachelor's,18,171475,4,Referral,0,2,2,Yes,No
7023,25,Male,HR,Executive,Bachelor's,1.6,41579,4,Referral,26,5,3,Yes,No
7024,51,Female,Customer Support,Senior Associate,Bachelor's,1.8,104784,3,Job Portal,85,2,1,No,No
7025,29,Female,IT,Lead,High School,1.6,48680,4,LinkedIn,30,1,2,No,No
7026,52,Male,Marketing,Senior Associate,Bachelor's,12.9,156019,3,Referral,80,4,2,No,No
7027,53,Male,IT,Manager,Bachelor's,0.1,192713,5,Referral,20,4,2,No,No
7028,23,Female,Sales,Analyst,Master's,1.1,47209,4,Job Portal,49,3,4,Yes,No
7029,50,Female,HR,Lead,PhD,1.7,64329,4,Job Portal,72,1,3,Yes,No
7030,32,Female,IT,Lead,Master's,4.1,119013,2,LinkedIn,23,1,2,No,No
7031,49,Female,Operations,Executive,PhD,4.1,94267,4,Referral,27,5,4,No,Yes
7032,23,Female,Finance,Senior Associate,Bachelor's,7,96796,3,Job Portal,112,5,3,No,No
7033,46,Female,HR,Senior Associate,PhD,3.4,179145,2,Consultant,64,4,3,No,No
7034,50,Female,HR,Associate,Master's,4.7,69019,4,LinkedIn,32,5,4,No,Yes
7035,29,Female,Operations,Analyst,Master's,0.4,130008,3,Job Portal,20,1,3,Yes,Yes
7036,46,Female,Finance,Senior Associate,PhD,1.7,164005,5,Consultant,40,3,2,No,No
7037,22,Male,IT,Analyst,Master's,4,64651,2,LinkedIn,70,2,3,No,No
7038,23,Male,Marketing,Senior Associate,Master's,1.4,161143,3,Referral,32,4,4,No,No
7039,24,Female,Operations,Senior Associate,PhD,0.6,116838,1,Job Portal,13,5,4,Yes,No
7040,45,Male,Sales,Senior Associate,High School,2.4,181489,3,Referral,54,2,2,Yes,No
7041,33,Female,Customer Support,Manager,Master's,13.1,36443,3,Consultant,38,5,1,No,No
7042,59,Female,HR,Analyst,High School,2.8,65568,2,Consultant,85,2,2,Yes,No
7043,55,Male,Operations,Manager,PhD,1.7,118089,3,Referral,56,2,4,No,Yes
7044,43,Male,Marketing,Executive,High School,8.4,170035,4,LinkedIn,114,5,4,Yes,No
7045,29,Male,Sales,Executive,High School,0.7,104884,1,Job Portal,91,3,1,No,No
7046,22,Male,Sales,Associate,Master's,1.7,128030,2,Campus,60,3,1,No,Yes
7047,51,Female,Customer Support,Associate,Bachelor's,1.8,151410,4,Campus,80,5,4,No,No
7048,22,Male,IT,Manager,PhD,3.4,149991,4,LinkedIn,21,4,2,Yes,No
7049,52,Female,Operations,Associate,PhD,6.7,163007,3,Referral,9,4,1,No,No
7050,38,Male,Marketing,Analyst,High School,6.9,86145,4,Consultant,64,3,1,No,Yes
7051,33,Female,Operations,Manager,Master's,0.5,74757,4,LinkedIn,10,2,3,Yes,No
7052,25,Male,HR,Manager,Bachelor's,5.5,36316,4,Consultant,97,5,4,No,No
7053,30,Female,HR,Manager,Bachelor's,4.5,183981,5,Job Portal,31,4,1,No,Yes
7054,45,Male,Operations,Senior Associate,High School,4.8,69746,3,Campus,61,3,2,No,Yes
7055,54,Male,IT,Manager,PhD,0,29311,3,LinkedIn,22,2,1,No,No
7056,57,Female,HR,Associate,High School,2,196761,3,Referral,114,4,2,Yes,Yes
7057,50,Female,Operations,Senior Associate,Master's,10.5,96187,3,Job Portal,16,4,5,No,No
7058,27,Male,Sales,Executive,PhD,3.8,194455,4,Job Portal,77,4,1,Yes,No
7059,26,Male,Customer Support,Senior Associate,PhD,5.3,170480,1,LinkedIn,81,3,4,No,No
7060,23,Female,Operations,Senior Associate,Bachelor's,5.2,33626,4,Job Portal,5,3,4,No,No
7061,33,Female,Customer Support,Lead,High School,9.1,35305,3,Campus,115,5,2,No,No
7062,23,Male,Customer Support,Associate,Master's,2.4,110107,2,LinkedIn,81,3,5,Yes,No
7063,46,Male,IT,Associate,High School,7.6,139832,3,Job Portal,99,5,4,No,No
7064,44,Male,Sales,Executive,PhD,2,154612,3,Referral,66,2,1,Yes,No
7065,26,Male,Customer Support,Manager,High School,3,95107,2,Job Portal,70,4,1,No,No
7066,32,Male,Sales,Associate,PhD,7.1,49730,3,Consultant,93,5,1,No,Yes
7067,56,Male,Operations,Manager,High School,6,66309,4,Consultant,64,4,2,No,No
7068,22,Male,Finance,Associate,High School,8.1,61651,1,Job Portal,28,4,3,No,No
7069,31,Male,Customer Support,Associate,Master's,0.8,67700,3,Referral,63,4,5,No,No
7070,59,Male,Finance,Senior Associate,Master's,2.2,56743,3,LinkedIn,41,4,4,Yes,No
7071,54,Male,Operations,Senior Associate,Bachelor's,7.5,100674,2,LinkedIn,17,3,3,No,No
7072,46,Male,IT,Senior Associate,High School,1.2,128858,4,Job Portal,103,3,2,No,No
7073,38,Male,Customer Support,Lead,Master's,6.2,185841,4,Campus,78,3,2,Yes,No
7074,41,Male,Sales,Lead,PhD,12.5,79045,2,Consultant,73,3,4,Yes,No
7075,56,Male,IT,Lead,Bachelor's,8,119275,4,Consultant,5,2,2,No,No
7076,42,Female,Finance,Associate,Master's,0.5,178514,2,LinkedIn,101,5,5,No,Yes
7077,50,Male,IT,Manager,Bachelor's,10.1,177003,2,Campus,22,1,1,Yes,No
7078,50,Female,Customer Support,Associate,PhD,9.1,46517,3,Campus,55,2,1,No,No
7079,28,Male,Marketing,Lead,High School,19.7,101978,3,Job Portal,109,4,4,No,No
7080,54,Male,IT,Associate,Master's,0.4,84147,3,Campus,75,5,2,Yes,No
7081,29,Female,Customer Support,Senior Associate,Master's,6,105735,3,Referral,4,5,5,No,Yes
7082,40,Male,Marketing,Manager,High School,0.6,126430,2,Consultant,67,1,1,Yes,No
7083,45,Male,IT,Associate,Bachelor's,1.5,74871,4,Referral,21,4,4,No,No
7084,39,Male,Marketing,Manager,Master's,14.4,69889,3,Consultant,72,3,4,Yes,No
7085,25,Male,Marketing,Associate,High School,1.3,196467,1,Referral,72,3,1,No,No
7086,31,Male,Marketing,Analyst,High School,2.9,132194,3,Campus,89,3,2,No,Yes
7087,35,Female,Marketing,Lead,High School,0.8,122183,3,Job Portal,18,2,5,Yes,No
7088,28,Male,Customer Support,Executive,High School,1.2,26625,4,Consultant,39,1,4,Yes,No
7089,39,Female,HR,Associate,PhD,5.6,107621,4,Campus,26,4,4,No,No
7090,43,Male,HR,Manager,PhD,4.8,140533,4,LinkedIn,6,5,3,No,No
7091,47,Male,Operations,Lead,PhD,2.5,61429,3,Campus,37,5,5,No,No
7092,52,Female,Customer Support,Senior Associate,Master's,0.4,185822,2,Referral,19,3,3,No,Yes
7093,46,Male,IT,Executive,Master's,10.1,46083,5,LinkedIn,93,5,1,No,Yes
7094,47,Other,Finance,Executive,Master's,5.3,72634,3,Referral,96,2,2,No,No
7095,39,Male,Sales,Analyst,High School,3,127296,3,Consultant,113,3,4,Yes,Yes
7096,49,Male,HR,Analyst,High School,2.7,85118,2,Job Portal,19,2,2,No,Yes
7097,59,Male,Marketing,Associate,High School,1.4,107272,3,Consultant,95,5,1,No,No
7098,53,Male,HR,Executive,Master's,13.4,82898,4,Consultant,38,4,5,No,No
7099,39,Female,Customer Support,Manager,Master's,2.1,133515,4,Job Portal,30,5,4,No,No
7100,57,Male,Marketing,Senior Associate,PhD,1.1,178622,5,Referral,68,1,2,No,Yes
7101,39,Male,Finance,Executive,Master's,9.4,44442,4,LinkedIn,8,4,3,No,Yes
7102,53,Male,Customer Support,Lead,High School,3.4,35486,3,Campus,76,3,3,No,No
7103,36,Male,HR,Senior Associate,PhD,1.1,141039,5,LinkedIn,87,5,3,Yes,No
7104,43,Female,Sales,Lead,PhD,11.7,29391,2,Consultant,52,3,2,No,No
7105,27,Male,Sales,Associate,Master's,0.1,157574,3,Consultant,76,3,1,Yes,No
7106,46,Female,Customer Support,Analyst,Bachelor's,3.1,137397,2,Campus,43,4,4,No,No
7107,52,Male,HR,Analyst,Master's,4.4,165237,1,Referral,57,1,5,Yes,No
7108,32,Male,Operations,Senior Associate,Master's,1.4,197033,5,Consultant,37,5,5,No,No
7109,28,Female,Customer Support,Lead,Master's,0.6,39959,3,Consultant,109,4,3,No,Yes
7110,25,Female,HR,Manager,High School,0.2,61484,3,Consultant,42,5,5,No,Yes
7111,48,Female,Sales,Manager,Master's,7.9,94688,2,LinkedIn,115,2,1,Yes,No
7112,25,Female,Finance,Lead,High School,32.8,39711,2,Campus,36,2,3,Yes,No
7113,46,Male,IT,Associate,Master's,0.3,129483,2,Referral,38,4,1,Yes,No
7114,25,Male,HR,Associate,Bachelor's,1.2,123593,3,Job Portal,9,2,5,No,No
7115,42,Female,HR,Manager,Master's,2,84408,1,Job Portal,77,4,3,No,No
7116,35,Male,Sales,Lead,PhD,4,134970,1,Consultant,66,5,1,No,No
7117,33,Female,Customer Support,Associate,Master's,0.8,101161,3,Referral,20,1,4,No,No
7118,48,Female,Sales,Senior Associate,Bachelor's,4.7,163485,2,Job Portal,30,4,2,Yes,Yes
7119,53,Female,Customer Support,Senior Associate,PhD,5.2,165301,4,Referral,45,1,2,Yes,No
7120,43,Female,Sales,Lead,PhD,1.6,168745,4,LinkedIn,33,2,2,No,No
7121,53,Female,Sales,Lead,High School,1.1,88422,4,Referral,26,4,3,No,No
7122,38,Male,HR,Executive,Bachelor's,7.6,115926,2,LinkedIn,60,4,5,Yes,No
7123,50,Female,Customer Support,Analyst,PhD,0.7,158204,4,Campus,28,5,1,No,Yes
7124,46,Male,Marketing,Manager,PhD,1.3,20185,2,Campus,52,2,4,No,No
7125,36,Female,Customer Support,Lead,Bachelor's,1,172059,3,LinkedIn,47,1,3,No,No
7126,33,Female,Customer Support,Senior Associate,Bachelor's,2.7,184936,5,Job Portal,25,2,1,No,No
7127,59,Female,Sales,Executive,High School,2.7,192821,5,Referral,4,1,1,No,No
7128,53,Female,Operations,Lead,High School,3.6,63605,3,Referral,89,4,4,No,No
7129,46,Female,Finance,Manager,Bachelor's,2.9,175530,5,Job Portal,95,5,1,No,No
7130,21,Male,Finance,Lead,Bachelor's,5.2,185384,4,Job Portal,12,2,1,No,No
7131,58,Female,Operations,Executive,High School,1.1,24393,3,Referral,94,2,1,No,No
7132,22,Male,Operations,Manager,High School,5.7,82189,4,Consultant,57,5,4,No,No
7133,26,Female,Customer Support,Associate,Bachelor's,0.4,81108,3,Job Portal,32,4,1,No,Yes
7134,58,Male,HR,Analyst,High School,0.6,151777,3,Job Portal,115,2,2,No,No
7135,44,Female,Sales,Lead,High School,0.9,95003,3,Referral,22,1,4,Yes,No
7136,38,Male,IT,Manager,Master's,6.6,44745,3,LinkedIn,115,5,1,Yes,Yes
7137,47,Female,Operations,Senior Associate,PhD,0,46830,2,Job Portal,33,4,1,No,No
7138,28,Male,Sales,Associate,Master's,3,27305,5,LinkedIn,19,3,3,Yes,No
7139,48,Female,HR,Lead,PhD,3.5,37741,4,Referral,3,5,1,No,Yes
7140,30,Male,Operations,Executive,High School,1,77111,1,Job Portal,108,4,4,No,No
7141,37,Female,IT,Manager,Bachelor's,0.2,133382,4,Job Portal,117,1,5,Yes,No
7142,49,Male,HR,Associate,High School,17,64272,3,Job Portal,1,2,3,No,No
7143,26,Female,Marketing,Lead,Master's,2,165302,4,Referral,8,3,4,No,No
7144,34,Male,Finance,Manager,PhD,0.5,151050,4,Campus,6,2,4,No,No
7145,42,Male,Operations,Associate,Master's,5.9,26540,3,Campus,66,2,3,No,Yes
7146,26,Female,HR,Executive,Bachelor's,6.4,41651,4,Job Portal,115,3,1,No,No
7147,46,Female,Sales,Manager,PhD,0.6,40798,3,Job Portal,116,4,3,Yes,No
7148,59,Female,Sales,Senior Associate,Master's,5.9,173765,3,Campus,28,1,3,No,No
7149,32,Female,HR,Executive,Master's,11.1,107645,3,Campus,0,5,3,No,No
7150,55,Male,Finance,Associate,PhD,3.1,97469,4,Campus,9,2,4,No,No
7151,34,Male,HR,Senior Associate,High School,10.9,175546,4,Job Portal,78,4,2,No,No
7152,42,Male,HR,Manager,Bachelor's,2.1,53530,3,Campus,45,5,4,No,No
7153,43,Male,Sales,Senior Associate,Bachelor's,5.9,196961,2,Campus,54,3,4,Yes,Yes
7154,27,Male,Sales,Executive,Bachelor's,3.3,191117,2,Referral,69,3,5,No,No
7155,45,Female,Customer Support,Manager,High School,6.9,24466,3,LinkedIn,2,5,2,Yes,No
7156,33,Male,Sales,Manager,High School,0.9,197395,4,Job Portal,109,1,4,No,No
7157,41,Male,Customer Support,Lead,Master's,10.2,52514,4,Job Portal,28,4,4,Yes,Yes
7158,30,Female,Operations,Senior Associate,Bachelor's,2.3,96064,2,LinkedIn,57,4,1,Yes,No
7159,29,Male,Finance,Manager,Master's,0.2,89556,3,Referral,40,2,3,No,No
7160,35,Male,Sales,Executive,Bachelor's,11.9,102021,5,Consultant,92,1,2,No,No
7161,22,Male,Customer Support,Senior Associate,Bachelor's,6.7,191073,4,Campus,105,2,5,No,No
7162,45,Female,IT,Analyst,Bachelor's,11.3,122720,2,Job Portal,9,5,4,No,No
7163,33,Male,IT,Lead,PhD,3.4,153919,4,Referral,107,2,5,Yes,No
7164,54,Female,HR,Senior Associate,High School,2.7,123537,4,Consultant,65,4,3,Yes,No
7165,54,Female,HR,Analyst,Master's,4.6,120833,4,Campus,82,3,1,Yes,No
7166,55,Male,Marketing,Manager,Master's,4.1,57516,2,Campus,66,1,4,Yes,No
7167,58,Male,IT,Analyst,Master's,10.1,80825,1,Consultant,20,3,3,No,No
7168,23,Female,Finance,Associate,Master's,11.1,173638,4,Consultant,45,4,3,Yes,Yes
7169,26,Female,Customer Support,Associate,High School,0.5,117866,3,LinkedIn,80,3,5,No,No
7170,39,Male,Customer Support,Senior Associate,High School,2.3,163415,3,Referral,79,5,3,Yes,No
7171,23,Male,HR,Associate,PhD,7.5,74242,2,LinkedIn,3,5,1,Yes,No
7172,38,Male,HR,Associate,PhD,2.3,76183,5,Referral,86,4,2,Yes,No
7173,59,Male,Finance,Lead,Master's,5.3,80567,4,Referral,30,5,4,No,No
7174,29,Female,Customer Support,Analyst,PhD,6.5,55259,4,LinkedIn,104,1,1,No,Yes
7175,32,Male,IT,Manager,Master's,4.5,99046,4,LinkedIn,106,1,5,Yes,No
7176,25,Male,Customer Support,Lead,High School,26.9,123855,5,Job Portal,10,3,1,Yes,No
7177,23,Female,Marketing,Analyst,Bachelor's,1.5,80602,4,Consultant,58,2,4,No,No
7178,31,Male,Finance,Lead,High School,2.2,20476,2,Consultant,69,1,5,No,No
7179,50,Female,Marketing,Senior Associate,Master's,12.4,164214,4,Referral,20,3,1,Yes,No
7180,24,Female,Marketing,Senior Associate,High School,4.2,120405,3,Job Portal,64,4,4,No,Yes
7181,25,Male,Operations,Manager,Master's,6.7,33593,4,Consultant,31,4,1,No,Yes
7182,21,Male,Customer Support,Executive,Bachelor's,1.2,21205,3,Referral,2,2,3,No,No
7183,47,Male,Customer Support,Lead,Bachelor's,3.5,142229,4,LinkedIn,77,1,1,No,No
7184,48,Female,HR,Lead,High School,3.9,121648,4,Referral,67,1,3,No,No
7185,49,Female,IT,Executive,Bachelor's,3.4,91849,2,Campus,91,2,3,Yes,No
7186,38,Male,Marketing,Associate,Master's,0.4,194938,3,Job Portal,0,4,3,No,No
7187,32,Female,Finance,Lead,Bachelor's,2,156759,4,Consultant,53,4,3,No,No
7188,33,Female,IT,Analyst,Bachelor's,7.7,91991,4,Referral,100,3,1,No,Yes
7189,22,Male,Sales,Lead,Bachelor's,1.9,66177,4,Referral,111,5,3,No,No
7190,57,Male,Sales,Manager,Master's,8.1,45590,5,Referral,77,3,2,No,No
7191,36,Female,Operations,Associate,Master's,4.7,65915,2,Consultant,14,3,3,No,Yes
7192,44,Male,Finance,Senior Associate,Master's,4.1,43078,3,LinkedIn,29,2,5,No,No
7193,55,Female,Sales,Senior Associate,PhD,6.5,138850,4,Job Portal,75,4,5,No,No
7194,42,Female,IT,Manager,PhD,0.9,178402,5,Campus,88,1,2,No,No
7195,56,Male,IT,Executive,PhD,0.3,63431,1,Consultant,71,1,5,Yes,Yes
7196,31,Female,HR,Senior Associate,High School,3.4,69108,3,LinkedIn,61,2,1,No,Yes
7197,49,Male,IT,Associate,PhD,0,121024,2,LinkedIn,112,2,3,No,No
7198,55,Female,Marketing,Senior Associate,PhD,0.1,69535,3,Campus,113,3,3,No,No
7199,35,Male,Customer Support,Executive,Bachelor's,5.4,72160,2,LinkedIn,105,2,1,No,No
7200,51,Female,Operations,Lead,Bachelor's,2.6,34638,3,Job Portal,7,3,4,No,No
7201,36,Female,HR,Manager,Master's,18.8,187756,3,Campus,10,4,1,No,No
7202,30,Male,Marketing,Associate,Bachelor's,4.5,109337,2,LinkedIn,60,1,5,No,No
7203,52,Male,IT,Executive,PhD,10.5,30988,3,Job Portal,84,2,5,No,No
7204,22,Female,HR,Manager,Bachelor's,10.7,117452,1,Referral,29,4,4,No,No
7205,44,Female,Customer Support,Senior Associate,High School,8.9,185029,4,Campus,43,5,1,No,No
7206,43,Male,Finance,Lead,Bachelor's,2.1,90001,2,Job Portal,95,3,2,Yes,No
7207,22,Other,Customer Support,Senior Associate,Master's,7.7,151845,3,Campus,12,1,2,No,Yes
7208,58,Female,Customer Support,Lead,High School,0.6,52920,4,Campus,76,1,4,No,Yes
7209,51,Male,Finance,Lead,Bachelor's,2.4,46404,4,Consultant,4,1,5,No,No
7210,46,Female,Finance,Lead,Master's,7,175913,3,Referral,23,5,5,No,No
7211,49,Male,Operations,Lead,PhD,3.8,115960,4,Consultant,0,1,3,No,No
7212,23,Female,HR,Associate,Master's,3.8,137719,4,Campus,17,1,2,No,No
7213,34,Male,IT,Senior Associate,High School,2.1,166539,3,Job Portal,4,2,5,No,No
7214,45,Male,IT,Lead,PhD,6.3,115393,4,Campus,61,5,1,No,Yes
7215,21,Male,Operations,Lead,PhD,1.2,115574,3,Consultant,27,2,5,No,Yes
7216,23,Other,Operations,Executive,Bachelor's,2.2,21756,3,Consultant,46,1,3,Yes,No
7217,46,Male,HR,Lead,Bachelor's,1.3,29127,4,Campus,91,5,4,No,No
7218,38,Male,HR,Manager,Bachelor's,0.4,23730,3,Job Portal,55,5,2,No,No
7219,29,Female,Sales,Analyst,PhD,5.6,151205,2,Consultant,81,1,4,Yes,No
7220,58,Male,Sales,Analyst,High School,4,59722,4,Referral,32,3,4,Yes,No
7221,43,Male,Operations,Lead,High School,1.5,182391,3,LinkedIn,88,4,5,Yes,No
7222,41,Female,Operations,Manager,PhD,1.1,180139,4,Referral,28,2,4,No,Yes
7223,21,Male,HR,Manager,High School,2.4,68286,3,Job Portal,25,5,3,No,No
7224,41,Female,Finance,Associate,High School,2.2,71828,3,LinkedIn,36,5,4,No,Yes
7225,47,Male,IT,Analyst,Master's,3.6,64999,1,Referral,111,5,5,Yes,No
7226,26,Female,Finance,Executive,PhD,4.9,152547,4,Referral,77,4,3,No,No
7227,56,Male,Marketing,Executive,High School,2.3,193896,4,Referral,67,1,5,No,Yes
7228,48,Female,Customer Support,Senior Associate,High School,22.8,32625,4,Referral,67,4,3,No,No
7229,37,Male,Marketing,Analyst,Master's,2.9,75660,4,Consultant,96,4,3,No,No
7230,23,Male,Customer Support,Associate,Master's,2.2,96578,3,Referral,74,5,2,No,No
7231,32,Male,Marketing,Analyst,PhD,2.1,141442,3,Job Portal,101,1,5,Yes,No
7232,59,Male,Finance,Analyst,High School,6.4,172287,3,Referral,103,5,5,No,No
7233,32,Male,Customer Support,Senior Associate,High School,0.3,139700,4,Campus,90,5,2,No,Yes
7234,22,Female,Operations,Associate,Bachelor's,4.5,145878,5,Consultant,104,2,4,No,Yes
7235,42,Female,Operations,Lead,PhD,5.4,53931,4,Campus,88,3,1,Yes,No
7236,43,Male,Sales,Associate,High School,4.3,101396,3,Consultant,95,2,4,Yes,No
7237,50,Male,Marketing,Analyst,Bachelor's,2.1,191064,2,Campus,24,5,3,No,No
7238,25,Female,HR,Lead,Master's,14.1,123614,4,Referral,36,5,5,No,No
7239,29,Female,IT,Senior Associate,High School,2.6,59355,2,Job Portal,52,3,3,No,No
7240,41,Male,Operations,Analyst,PhD,1.9,131677,4,Campus,10,2,3,Yes,No
7241,31,Male,Customer Support,Manager,PhD,3.4,77397,2,Referral,86,3,3,No,No
7242,25,Male,Sales,Associate,High School,11.6,167359,4,Job Portal,6,1,5,No,No
7243,55,Male,Marketing,Executive,Master's,13.4,35803,3,Consultant,45,5,4,No,Yes
7244,47,Male,Operations,Analyst,Bachelor's,9.8,66256,3,Job Portal,21,4,2,Yes,No
7245,22,Female,Customer Support,Analyst,PhD,10.2,98785,3,Job Portal,90,1,3,Yes,No
7246,44,Female,IT,Associate,Bachelor's,3.3,71076,2,Consultant,4,4,1,No,No
7247,51,Male,IT,Executive,PhD,0.5,148243,2,Consultant,33,1,2,Yes,Yes
7248,53,Female,Sales,Lead,PhD,7.1,27900,2,Referral,12,5,1,No,Yes
7249,59,Male,Finance,Lead,Bachelor's,9.2,87684,3,Campus,3,2,4,Yes,No
7250,50,Male,IT,Manager,High School,6.4,175479,4,Referral,9,4,5,No,No
7251,57,Male,Operations,Manager,Bachelor's,1.9,129580,5,Campus,39,1,1,No,No
7252,48,Male,Customer Support,Executive,Master's,0.8,71148,2,Referral,0,2,4,No,No
7253,51,Female,Sales,Manager,Master's,2.6,115545,1,Referral,33,1,2,No,No
7254,31,Male,Marketing,Lead,Bachelor's,1.7,182354,2,Campus,79,3,4,Yes,No
7255,43,Female,Sales,Manager,PhD,3.4,43469,2,Job Portal,110,2,3,No,No
7256,22,Female,Finance,Senior Associate,Master's,0.1,109701,4,Consultant,44,1,5,No,No
7257,47,Male,Marketing,Associate,Bachelor's,10.3,162103,3,Consultant,61,5,5,No,No
7258,55,Female,Finance,Manager,Bachelor's,8,38513,4,Job Portal,35,5,4,No,Yes
7259,22,Female,IT,Executive,Bachelor's,7.9,103645,4,Consultant,28,3,1,No,No
7260,59,Female,Operations,Senior Associate,Bachelor's,4.7,76564,4,LinkedIn,37,4,4,No,No
7261,57,Male,Sales,Analyst,PhD,6.5,81248,3,Campus,30,2,4,Yes,Yes
7262,41,Male,Customer Support,Associate,Master's,2.9,52857,5,Job Portal,45,1,2,No,No
7263,25,Female,Customer Support,Senior Associate,Master's,1.4,20987,4,Consultant,87,5,3,Yes,No
7264,41,Male,Customer Support,Manager,Master's,1.3,183869,3,Campus,75,3,1,No,No
7265,49,Male,HR,Manager,High School,0.7,60890,3,Job Portal,3,2,2,No,No
7266,40,Female,Operations,Lead,High School,18.3,135008,2,Referral,61,4,5,No,No
7267,58,Male,Customer Support,Executive,Bachelor's,5.6,170052,3,Job Portal,99,5,5,No,Yes
7268,40,Male,Finance,Lead,PhD,11.2,21291,4,Campus,93,1,5,No,No
7269,45,Female,Sales,Analyst,Master's,0.2,21215,3,LinkedIn,8,4,2,No,No
7270,22,Female,HR,Lead,Bachelor's,5,56737,3,Referral,109,2,1,No,No
7271,52,Female,HR,Executive,Master's,3.5,50145,4,Referral,5,1,5,No,No
7272,46,Male,Operations,Manager,High School,1.4,177734,4,Campus,37,3,3,Yes,Yes
7273,26,Female,Sales,Analyst,Bachelor's,0.2,44505,3,Job Portal,21,5,3,No,No
7274,23,Female,Operations,Lead,Bachelor's,0.9,98611,3,LinkedIn,14,4,2,Yes,No
7275,53,Male,Marketing,Manager,High School,6,28372,2,Referral,32,5,1,No,No
7276,21,Male,HR,Executive,Master's,3,62416,5,Campus,70,3,1,No,Yes
7277,25,Female,Sales,Lead,Master's,4.2,170922,2,Job Portal,113,3,3,No,No
7278,33,Male,Sales,Associate,Bachelor's,16.9,160152,3,Consultant,5,3,5,Yes,No
7279,39,Male,Marketing,Executive,High School,2.5,85851,3,LinkedIn,57,2,4,Yes,No
7280,32,Male,Operations,Senior Associate,Bachelor's,1,145164,3,Job Portal,22,1,2,No,Yes
7281,45,Male,Sales,Associate,High School,0.2,31718,3,LinkedIn,91,4,2,No,No
7282,55,Male,Finance,Associate,Master's,0.5,169683,4,LinkedIn,56,1,4,Yes,No
7283,32,Female,Finance,Associate,Bachelor's,1,22981,3,Job Portal,111,2,4,No,No
7284,50,Female,Marketing,Executive,PhD,0.6,144220,4,Campus,0,3,3,Yes,No
7285,25,Male,IT,Associate,PhD,8.8,53830,4,Consultant,9,1,3,No,No
7286,54,Male,Sales,Analyst,High School,16.9,151623,4,LinkedIn,5,3,2,No,No
7287,42,Male,Finance,Senior Associate,PhD,11.2,32845,3,Job Portal,78,1,5,Yes,No
7288,59,Male,Finance,Executive,High School,0.9,128967,4,LinkedIn,8,3,1,Yes,No
7289,33,Male,Sales,Executive,PhD,1.6,162748,2,LinkedIn,43,4,5,Yes,Yes
7290,23,Female,Operations,Executive,Bachelor's,0.8,153520,4,Campus,69,2,4,No,No
7291,40,Male,Operations,Lead,High School,4.3,80312,5,Campus,108,4,3,No,No
7292,51,Male,Sales,Lead,Master's,0.3,196552,3,LinkedIn,113,5,1,No,Yes
7293,25,Other,Operations,Analyst,High School,14,166979,3,LinkedIn,86,5,5,No,No
7294,44,Male,HR,Manager,Bachelor's,3,190129,4,Job Portal,115,1,1,No,No
7295,53,Female,Customer Support,Analyst,Bachelor's,1,175774,2,Campus,113,3,3,No,No
7296,28,Male,Marketing,Manager,High School,5.8,116129,4,LinkedIn,79,2,5,Yes,No
7297,44,Male,HR,Associate,Master's,2,133249,2,LinkedIn,119,2,2,Yes,Yes
7298,40,Female,Marketing,Lead,Bachelor's,1.3,183320,2,LinkedIn,64,2,3,Yes,No
7299,36,Male,HR,Analyst,Bachelor's,0.8,51188,3,Job Portal,117,2,5,No,No
7300,32,Male,Operations,Associate,Bachelor's,7.3,84115,4,LinkedIn,32,1,3,Yes,No
7301,33,Male,Marketing,Associate,Bachelor's,2.3,108984,4,LinkedIn,49,5,5,No,No
7302,59,Male,Sales,Executive,High School,4,119087,5,Job Portal,62,5,2,No,No
