,Date,store_id,product_id,actual_units_sold,predicted_units_sold
1952,13/08/2022,25,1090,51,102.7
1953,14/08/2022,22,1069,164,149.4233333
1954,15/08/2022,27,1013,49,82.31666667
1955,16/08/2022,17,1086,116,111.73
1956,17/08/2022,26,1034,58,87.39666667
1957,18/08/2022,38,1003,156,89.06666667
1958,19/08/2022,14,1096,144,118.51
1959,20/08/2022,14,1088,116,94.51333333
1960,21/08/2022,12,1073,119,75.54333333
1961,22/08/2022,5,1003,23,99.86
1962,23/08/2022,37,1086,196,160.21
1963,24/08/2022,4,1024,87,97.62
1964,25/08/2022,29,1074,86,126.8
1965,26/08/2022,25,1035,38,104.3433333
1966,27/08/2022,45,1020,27,66.28666667
1967,28/08/2022,4,1044,158,130.8526667
1968,29/08/2022,50,1076,118,91.08666667
1969,30/08/2022,16,1048,64,70.67333333
1970,31/08/2022,50,1043,150,98.26333333
1971,01/09/2022,2,1076,198,67.77
1972,02/09/2022,23,1081,91,142.47
1973,03/09/2022,4,1068,22,116.6
1974,04/09/2022,20,1072,77,117.0533333
1975,05/09/2022,17,1071,63,91.39333333
1976,06/09/2022,6,1055,152,150.8033333
1977,07/09/2022,18,1082,178,123.12
1978,08/09/2022,20,1026,158,75.24666667
1979,09/09/2022,39,1031,86,97.96333333
1980,10/09/2022,45,1054,135,168.2166667
1981,11/09/2022,41,1056,186,134.08
1982,12/09/2022,34,1056,160,117.7866667
1983,13/09/2022,40,1053,163,164.2066667
1984,14/09/2022,46,1072,150,165.4933333
1985,15/09/2022,24,1061,154,163.4366667
1986,16/09/2022,18,1034,37,137.2266667
1987,17/09/2022,30,1046,164,155.0733333
1988,18/09/2022,1,1080,174,148.86
1989,19/09/2022,23,1084,106,144.0666667
1990,20/09/2022,29,1074,138,147.2066667
1991,21/09/2022,41,1050,133,131.1066667
1992,22/09/2022,41,1069,61,121.2833333
1993,23/09/2022,32,1011,140,157.6366667
1994,24/09/2022,2,1086,20,111.3834444
1995,25/09/2022,48,1075,138,95.45
1996,26/09/2022,36,1018,154,101.6
1997,01/01/2020,45,1082,12,115.7166667
1998,02/01/2020,17,1031,106,117.9533333
1999,03/01/2020,43,1084,136,83.66333333
2000,04/01/2020,2,1062,116,92.8
2001,05/01/2020,4,1023,20,113.06
2002,06/01/2020,44,1053,47,82.83
2003,07/01/2020,34,1062,94,80.28666667
2004,08/01/2020,1,1074,8,85.50166667
2005,09/01/2020,23,1017,81,73.00666667
2006,10/01/2020,6,1041,132,56.05
2007,11/01/2020,16,1008,193,95.19666667
2008,12/01/2020,2,1031,37,80.23333333
2009,13/01/2020,46,1049,180,125.7333333
2010,14/01/2020,12,1057,8,49.31333333
2011,15/01/2020,27,1048,161,122.3
2012,16/01/2020,19,1053,101,101.8
2013,17/01/2020,28,1062,127,103.8333333
2014,18/01/2020,35,1090,122,104.8383333
2015,19/01/2020,43,1050,163,117.52
2016,20/01/2020,4,1055,153,102.77
2017,21/01/2020,49,1009,191,141.58
2018,22/01/2020,49,1032,93,143.0466667
2019,23/01/2020,7,1087,40,134.2166667
2020,24/01/2020,37,1096,62,143.6333333
2021,25/01/2020,25,1057,156,115.37
2022,26/01/2020,41,1100,53,109.2233333
2023,27/01/2020,17,1005,99,126.49
2024,28/01/2020,41,1065,51,56.72333333
2025,29/01/2020,14,1050,67,74.70666667
2026,30/01/2020,37,1095,66,79.42333333
2027,31/01/2020,2,1063,80,82.48
2028,01/02/2020,24,1095,126,64.27666667
2029,02/02/2020,15,1058,97,109.2166667
2030,03/02/2020,48,1057,185,86.12666667
2031,04/02/2020,33,1009,7,64.74
2032,05/02/2020,12,1097,23,133.6366667
2033,06/02/2020,19,1099,122,101.39
2034,07/02/2020,47,1026,95,73.63333333
2035,08/02/2020,5,1063,172,98.54333333
2036,09/02/2020,1,1066,62,52.88333333
2037,10/02/2020,43,1034,82,99.16666667
2038,11/02/2020,9,1081,136,133.3166667
2039,12/02/2020,39,1006,94,94.33666667
2040,13/02/2020,34,1062,13,100.93
2041,14/02/2020,29,1095,158,117.9066667
2042,15/02/2020,49,1092,148,131.3
2043,16/02/2020,48,1085,74,80.76666667
2044,17/02/2020,48,1075,109,102.4733333
2045,18/02/2020,46,1041,156,141.0166667
2046,19/02/2020,2,1054,147,85.79333333
2047,20/02/2020,19,1036,130,135.6766667
2048,21/02/2020,28,1091,45,114.6033333
2049,22/02/2020,35,1084,91,106.0766667
2050,23/02/2020,40,1084,45,106.8
2051,24/02/2020,48,1002,62,103.8533333
2052,25/02/2020,22,1027,180,96.04
2053,26/02/2020,4,1018,180,79.23
2054,27/02/2020,8,1077,173,80.49
2055,28/02/2020,1,1082,12,87.63333333
2056,29/02/2020,36,1011,160,151.0833333
2057,01/03/2020,7,1078,145,129.27
2058,02/03/2020,25,1044,56,136.6
2059,03/03/2020,29,1004,104,136.3366667
2060,04/03/2020,1,1077,21,89.13666667
2061,05/03/2020,18,1083,161,118.04
2062,06/03/2020,4,1043,88,74.85666667
2063,07/03/2020,20,1039,55,110.8366667
2064,08/03/2020,46,1059,124,78.76666667
2065,09/03/2020,8,1025,80,65.26666667
2066,10/03/2020,27,1079,3,65.02
2067,11/03/2020,50,1084,87,55.69666667
2068,12/03/2020,39,1081,183,96.29333333
2069,13/03/2020,35,1055,146,109.87
2070,14/03/2020,25,1065,10,65.45
2071,15/03/2020,14,1093,32,110.7766667
2072,16/03/2020,44,1083,77,107.4866667
2073,17/03/2020,47,1094,32,92.94666667
2074,18/03/2020,40,1025,39,73.47666667
2075,19/03/2020,31,1092,77,69.45333333
2076,20/03/2020,5,1037,9,38.69666667
2077,21/03/2020,17,1075,12,35.82666667
2078,22/03/2020,10,1080,6,46.51666667
2079,23/03/2020,43,1082,58,64.99
2080,24/03/2020,16,1054,106,38.24666667
2081,25/03/2020,48,1073,172,58.89
2082,26/03/2020,4,1028,184,36.58333333
2083,27/03/2020,5,1091,136,100.9366667
2084,28/03/2020,42,1052,186,92.80666667
2085,29/03/2020,46,1064,188,127.6666667
2086,30/03/2020,41,1038,132,145.8466667
2087,31/03/2020,50,1044,21,139.91
2088,01/04/2020,20,1087,8,100.4433333
2089,02/04/2020,6,1062,56,121.2466667
2090,03/04/2020,11,1086,35,87.68
2091,04/04/2020,17,1068,149,96.99333333
2092,05/04/2020,41,1096,26,87.33
2093,06/04/2020,3,1088,50,61.39333333
2094,07/04/2020,16,1038,128,59.47666667
2095,08/04/2020,36,1050,6,45.67333333
2096,09/04/2020,26,1061,133,68.29
2097,10/04/2020,24,1028,154,98.97333333
2098,11/04/2020,47,1070,155,125.98
2099,12/04/2020,34,1097,56,75.17333333
2100,13/04/2020,20,1031,191,133.42
2101,14/04/2020,17,1057,119,118.0033333
2102,15/04/2020,20,1010,188,131.2833333
2103,16/04/2020,16,1012,165,132
2104,17/04/2020,49,1007,21,129.0633333
2105,18/04/2020,4,1088,53,143.12
2106,19/04/2020,18,1028,181,140.05
2107,20/04/2020,36,1075,33,120.1833333
2108,21/04/2020,35,1096,104,117.8
2109,22/04/2020,30,1020,130,128.4558333
2110,23/04/2020,18,1092,174,132.67
2111,24/04/2020,21,1065,55,83.41333333
2112,25/04/2020,32,1027,181,129.9033333
2113,26/04/2020,5,1016,68,52.58
2114,27/04/2020,41,1036,50,112.1333333
2115,28/04/2020,23,1070,43,73.66
2116,29/04/2020,30,1010,148,97.49666667
2117,30/04/2020,27,1044,150,99.17
2118,01/05/2020,15,1019,181,109.52
2119,02/05/2020,41,1074,111,72.33333333
2120,03/05/2020,14,1090,163,122.8066667
2121,04/05/2020,21,1098,45,145.32
2122,05/05/2020,34,1065,5,120.1633333
2123,06/05/2020,26,1074,4,124.1066667
2124,07/05/2020,25,1062,143,89.41444444
2125,08/05/2020,50,1033,88,82.69666667
2126,09/05/2020,45,1090,97,74.94333333
2127,10/05/2020,31,1098,99,80.38
2128,11/05/2020,48,1037,96,84.36333333
2129,12/05/2020,6,1013,77,84.88666667
2130,13/05/2020,48,1094,81,127.2766667
2131,14/05/2020,4,1088,69,74.98666667
2132,15/05/2020,24,1098,173,111.5633333
2133,16/05/2020,42,1037,72,59.60333333
2134,17/05/2020,31,1019,47,57.65
2135,18/05/2020,19,1066,90,97.37
2136,19/05/2020,11,1030,12,117.66
2137,20/05/2020,29,1086,166,78.12333333
2138,21/05/2020,5,1032,39,74.52333333
2139,22/05/2020,18,1033,173,54.52333333
2140,23/05/2020,3,1040,123,71.67666667
2141,24/05/2020,40,1015,50,92.51333333
2142,25/05/2020,11,1070,114,137.2766667
2143,26/05/2020,21,1100,35,90.83666667
2144,27/05/2020,30,1080,61,87.84
2145,28/05/2020,19,1085,133,111.6266667
2146,29/05/2020,25,1098,77,72.55
2147,30/05/2020,35,1038,173,76.32333333
2148,31/05/2020,12,1099,38,38.13666667
2149,01/06/2020,47,1097,158,104.77
2150,02/06/2020,26,1008,13,48.02333333
2151,03/06/2020,48,1076,143,100.31
2152,04/06/2020,5,1039,83,92.67
2153,05/06/2020,19,1060,102,147.1066667
2154,06/06/2020,27,1060,38,85.40333333
2155,07/06/2020,38,1056,96,109.1933333
2156,08/06/2020,29,1018,99,59.01666667
2157,09/06/2020,12,1048,84,87.59
2158,10/06/2020,19,1021,113,86.26
2159,11/06/2020,9,1056,77,76.59666667
2160,12/06/2020,18,1091,90,129.03
2161,13/06/2020,29,1012,48,71.49
2162,14/06/2020,3,1006,81,113.3
2163,15/06/2020,23,1031,94,87.39
2164,16/06/2020,30,1098,4,105.07
2165,17/06/2020,46,1071,136,70.04777778
2166,18/06/2020,24,1061,73,33.35
2167,19/06/2020,37,1095,86,77.9
2168,20/06/2020,37,1068,108,77.79666667
2169,21/06/2020,4,1057,140,71.46666667
2170,22/06/2020,28,1061,19,54.30333333
2171,23/06/2020,16,1017,97,108.3233333
2172,24/06/2020,13,1029,192,107.4266667
2173,25/06/2020,8,1067,132,121.6366667
2174,26/06/2020,48,1059,130,110.4133333
2175,27/06/2020,25,1088,192,140.5166667
2176,28/06/2020,2,1003,124,135.67
2177,29/06/2020,30,1027,127,146.4766667
2178,30/06/2020,40,1001,127,138.8266667
2179,01/07/2020,3,1079,199,143.46
2180,02/07/2020,23,1078,3,101.17
2181,03/07/2020,29,1004,137,149.3266667
2182,04/07/2020,41,1004,116,135.21
2183,05/07/2020,30,1089,21,90.15333333
2184,06/07/2020,11,1075,184,127.9066667
2185,07/07/2020,21,1033,96,145.8447222
2186,08/07/2020,27,1011,124,108.5455
2187,09/07/2020,24,1076,193,122.85
2188,10/07/2020,31,1079,86,143.1733333
2189,11/07/2020,30,1057,107,107.0033333
2190,12/07/2020,1,1026,194,140.1933333
2191,13/07/2020,1,1088,190,142.2166667
2192,14/07/2020,8,1026,73,143.53
2193,15/07/2020,48,1054,187,163.16
2194,16/07/2020,42,1027,44,99.07
2195,17/07/2020,34,1100,74,112.6666667
2196,18/07/2020,16,1091,137,152.5466667
2197,19/07/2020,27,1054,140,111.7433333
2198,20/07/2020,4,1002,42,90.86333333
2199,21/07/2020,19,1087,116,122.75
2200,22/07/2020,29,1009,30,70.10333333
2201,23/07/2020,41,1072,109,115.2733333
2202,24/07/2020,3,1064,155,97.23
2203,25/07/2020,11,1065,58,115.45
2204,26/07/2020,8,1021,77,75.42333333
2205,27/07/2020,39,1026,183,132.2
2206,28/07/2020,33,1015,115,61.10333333
2207,29/07/2020,8,1043,109,114.8166667
2208,30/07/2020,25,1089,56,80.5
2209,31/07/2020,24,1039,151,132.2966667
2210,01/08/2020,26,1016,27,69.26444444
2211,02/08/2020,26,1035,181,122.6833333
2212,03/08/2020,17,1023,141,105.5166667
2213,04/08/2020,27,1012,169,103.7466667
2214,05/08/2020,29,1056,95,80.25
2215,06/08/2020,43,1052,145,106.1933333
2216,07/08/2020,39,1019,106,109.2566667
2217,08/08/2020,9,1098,168,133.57
2218,09/08/2020,14,1062,62,131.2466667
2219,10/08/2020,5,1008,16,119.2533333
2220,11/08/2020,50,1087,7,83.36666667
2221,12/08/2020,30,1011,49,109.5933333
2222,13/08/2020,28,1043,189,68.59
2223,14/08/2020,45,1098,87,86.34
2224,15/08/2020,37,1069,138,72.60333333
2225,16/08/2020,8,1037,193,100.37
2226,17/08/2020,15,1025,41,70.70733333
2227,18/08/2020,28,1088,4,102.6733333
2228,19/08/2020,36,1024,37,142.6866667
2229,20/08/2020,33,1034,147,97.89666667
2230,21/08/2020,6,1082,121,107.1433333
2231,22/08/2020,12,1012,43,105.6066667
2232,23/08/2020,7,1042,38,67.89
2233,24/08/2020,45,1079,124,67.32333333
2234,25/08/2020,28,1012,87,59.35666667
2235,26/08/2020,7,1029,24,97.04
2236,27/08/2020,41,1093,193,127.4633333
2237,28/08/2020,1,1020,86,82.71666667
2238,29/08/2020,24,1079,102,123.8066667
2239,30/08/2020,45,1003,49,105.86
2240,31/08/2020,19,1080,120,115.9233333
2241,01/09/2020,32,1061,96,95.53333333
2242,02/09/2020,30,1083,106,115.315
2243,03/09/2020,1,1071,103,56.88
2244,04/09/2020,32,1100,176,84.86666667
2245,05/09/2020,20,1022,103,104.2066667
2246,06/09/2020,21,1079,141,115.9
2247,07/09/2020,19,1073,100,101.5166667
2248,08/09/2020,30,1017,175,111.5233333
2249,09/09/2020,50,1097,21,71.57
2250,10/09/2020,28,1002,120,135.9866667
2251,11/09/2020,32,1007,122,105.9133333
2252,12/09/2020,30,1095,137,99.65277778
2253,13/09/2020,23,1014,196,106.3
2254,14/09/2020,27,1004,89,86.80333333
2255,15/09/2020,37,1045,80,99.7
2256,16/09/2020,26,1063,74,88.11333333
2257,17/09/2020,3,1010,95,106.5166667
2258,18/09/2020,31,1045,153,138.2166667
2259,19/09/2020,2,1086,73,75.95
2260,20/09/2020,10,1088,28,79.06333333
2261,21/09/2020,38,1044,116,96.31
2262,22/09/2020,19,1055,109,69.28333333
2263,23/09/2020,31,1018,78,75.52
2264,24/09/2020,29,1011,5,81.57
2265,25/09/2020,25,1054,38,61.67333333
2266,26/09/2020,32,1001,28,90.74666667
2267,27/09/2020,17,1053,161,86.25
2268,28/09/2020,45,1096,48,84.25
2269,29/09/2020,49,1080,192,74.35666667
2270,30/09/2020,23,1078,95,67.73333333
2271,01/10/2020,18,1033,7,80.63666667
2272,02/10/2020,11,1007,91,108.9
2273,03/10/2020,20,1083,136,85.44333333
2274,04/10/2020,13,1025,142,99.15333333
2275,05/10/2020,24,1069,8,80.025
2276,06/10/2020,43,1049,118,107.64
2277,07/10/2020,20,1074,3,61.2
2278,08/10/2020,42,1004,4,59.25
2279,09/10/2020,28,1024,148,101.9966667
2280,10/10/2020,35,1046,191,107.2366667
2281,11/10/2020,21,1070,198,85.88
2282,12/10/2020,6,1012,132,88.03
2283,13/10/2020,7,1062,21,86.08
2284,14/10/2020,29,1084,86,138.0866667
2285,15/10/2020,23,1090,171,143.44
2286,16/10/2020,5,1076,51,126.2466667
2287,17/10/2020,22,1062,83,100.55
2288,18/10/2020,9,1097,17,93.53
2289,19/10/2020,32,1062,132,89.75
2290,20/10/2020,10,1076,32,81.95666667
2291,21/10/2020,46,1058,115,90.15333333
2292,22/10/2020,43,1038,29,36.3
2293,23/10/2020,49,1068,95,94.41
2294,24/10/2020,28,1017,85,131.4333333
2295,25/10/2020,11,1010,178,100.7
2296,26/10/2020,7,1083,169,81.74
2297,27/10/2020,30,1043,37,93.77666667
2298,28/10/2020,43,1033,46,100.1433333
2299,29/10/2020,45,1037,10,107.6866667
2300,30/10/2020,38,1028,151,101.6733333
2301,31/10/2020,34,1046,128,96.12166667
2302,01/11/2020,46,1002,4,72.23
2303,02/11/2020,28,1046,186,83.94
2304,03/11/2020,32,1038,184,79.47333333
2305,04/11/2020,16,1038,127,111.6733333
2306,05/11/2020,39,1021,49,123.44
2307,06/11/2020,1,1023,26,101.0466667
2308,07/11/2020,34,1033,108,120.2583333
2309,08/11/2020,41,1090,43,96.20666667
2310,09/11/2020,23,1043,46,144.0133333
2311,10/11/2020,50,1094,156,107.1566667
2312,11/11/2020,20,1068,137,47.38333333
2313,12/11/2020,18,1070,85,74.13
2314,13/11/2020,18,1098,133,104.1333333
2315,14/11/2020,42,1064,148,124.12
2316,15/11/2020,40,1084,169,133.0533333
2317,16/11/2020,21,1064,63,119.5633333
2318,17/11/2020,8,1037,54,132.25
2319,18/11/2020,34,1079,44,144.8666667
2320,19/11/2020,50,1023,122,100.77
2321,20/11/2020,11,1073,168,125.4666667
2322,21/11/2020,43,1034,132,130.72
2323,22/11/2020,43,1034,77,88.12666667
2324,23/11/2020,10,1027,68,117.91
2325,24/11/2020,8,1080,154,111.88
2326,25/11/2020,47,1004,129,132.64
2327,26/11/2020,8,1092,54,103.6633333
2328,27/11/2020,19,1081,125,103.4033333
2329,28/11/2020,1,1076,80,84.71333333
2330,29/11/2020,3,1069,34,67.12
2331,30/11/2020,44,1099,5,108.5
2332,01/12/2020,32,1100,95,93.84666667
2333,02/12/2020,48,1094,115,109.5166667
2334,03/12/2020,16,1063,106,63.6
2335,04/12/2020,30,1078,81,76.95
2336,05/12/2020,49,1014,28,86.32333333
2337,06/12/2020,28,1066,145,96.29666667
2338,07/12/2020,28,1028,22,72.35666667
2339,08/12/2020,16,1021,84,104.5366667
2340,09/12/2020,41,1079,46,89.24666667
2341,10/12/2020,33,1087,169,99.51666667
2342,11/12/2020,25,1010,174,108.9633333
2343,12/12/2020,18,1026,132,82.49
2344,13/12/2020,26,1035,139,112.9866667
2345,14/12/2020,6,1034,58,97.31666667
2346,15/12/2020,38,1002,39,111.6288889
2347,16/12/2020,44,1095,142,114.4333333
2348,17/12/2020,3,1043,32,96.28
2349,18/12/2020,43,1044,123,121.9733333
2350,19/12/2020,6,1044,110,115.2766667
2351,20/12/2020,14,1043,111,65.05666667
2352,21/12/2020,18,1052,155,101.8966667
2353,22/12/2020,16,1005,46,81.40666667
2354,23/12/2020,24,1019,104,112.4033333
2355,24/12/2020,13,1030,130,109.6
2356,25/12/2020,1,1049,63,75.48666667
2357,26/12/2020,38,1063,105,101.2133333
2358,27/12/2020,14,1081,45,58.89333333
2359,28/12/2020,17,1029,166,120.69
2360,29/12/2020,13,1076,131,83.95666667
2361,30/12/2020,13,1072,100,143.5
2362,31/12/2020,9,1079,39,99.53666667
2363,01/01/2021,6,1053,70,124.15
2364,02/01/2021,6,1098,185,76.62
2365,03/01/2021,30,1028,21,95.03333333
2366,04/01/2021,37,1085,69,59.28333333
2367,05/01/2021,46,1053,189,109.38
2368,06/01/2021,14,1017,126,73.99
2369,07/01/2021,4,1082,26,49.80666667
2370,08/01/2021,34,1024,119,140.0022222
2371,09/01/2021,2,1088,45,60.08666667
2372,10/01/2021,17,1076,101,93.88333333
2373,11/01/2021,42,1065,15,102.7633333
2374,12/01/2021,14,1036,104,84.66
2375,13/01/2021,17,1032,86,63.57
2376,14/01/2021,30,1069,68,107.5066667
2377,15/01/2021,43,1026,45,73.44
2378,16/01/2021,29,1056,153,51.89333333
2379,17/01/2021,7,1067,114,77.34333333
2380,18/01/2021,9,1033,34,100.0933333
2381,19/01/2021,46,1039,133,76.32
2382,20/01/2021,23,1084,131,105.68
2383,21/01/2021,36,1058,83,70.12
2384,22/01/2021,14,1012,55,94.79
2385,23/01/2021,20,1084,61,78.5
2386,24/01/2021,17,1081,5,67.44333333
2387,25/01/2021,32,1043,102,94.14333333
2388,26/01/2021,25,1072,72,78.27333333
2389,27/01/2021,30,1013,85,70.66
2390,28/01/2021,49,1073,68,37.89666667
2391,29/01/2021,27,1083,148,83.23
2392,30/01/2021,27,1090,120,95.44666667
2393,31/01/2021,46,1005,164,97.89
2394,01/02/2021,31,1045,70,90.92333333
2395,02/02/2021,45,1089,184,156.8533333
2396,03/02/2021,26,1005,83,118.3066667
2397,04/02/2021,14,1023,6,95.32333333
2398,05/02/2021,48,1035,55,103.5633333
2399,06/02/2021,21,1096,88,99.84333333
2400,07/02/2021,28,1054,61,74.99
2401,08/02/2021,15,1049,133,85.23666667
2402,09/02/2021,30,1070,157,123.47
2403,10/02/2021,25,1078,68,35.59333333
2404,11/02/2021,11,1093,186,107.71
2405,12/02/2021,44,1037,110,87.01
2406,13/02/2021,11,1022,58,86.95333333
2407,14/02/2021,28,1084,180,137.9933333
2408,15/02/2021,5,1008,147,98.89
2409,16/02/2021,28,1091,110,110.4466667
2410,17/02/2021,8,1057,18,129.9766667
2411,18/02/2021,26,1071,198,129.9433333
2412,19/02/2021,6,1060,31,100.0366667
2413,20/02/2021,32,1055,1,110.3133333
2414,21/02/2021,48,1034,6,72.18166667
2415,22/02/2021,32,1041,37,41.86333333
2416,23/02/2021,12,1028,2,32.16666667
2417,24/02/2021,6,1031,58,30.18666667
2418,25/02/2021,13,1021,165,41.65333333
2419,26/02/2021,39,1074,176,41.38333333
2420,27/02/2021,40,1051,44,48.25
2421,28/02/2021,44,1036,44,94.28944444
2422,01/03/2021,34,1077,27,70.37
2423,02/03/2021,23,1026,37,57.79333333
2424,03/03/2021,41,1098,88,133.55
2425,04/03/2021,45,1019,91,72.83666667
2426,05/03/2021,17,1006,120,28.53
2427,06/03/2021,45,1048,95,48.41333333
2428,07/03/2021,48,1015,158,61.38333333
2429,08/03/2021,1,1049,88,81.29333333
2430,09/03/2021,7,1018,65,122.8666667
2431,10/03/2021,13,1084,104,101.51
2432,11/03/2021,14,1065,143,103.6833333
2433,12/03/2021,17,1022,24,111.37
2434,13/03/2021,30,1060,117,135.6466667
2435,14/03/2021,48,1036,11,61.74666667
2436,15/03/2021,47,1082,107,74.09666667
2437,16/03/2021,49,1010,112,76.32
2438,17/03/2021,34,1020,50,61.64
2439,18/03/2021,27,1070,30,56.62
2440,19/03/2021,25,1061,18,52.36333333
2441,20/03/2021,44,1059,111,44.99666667
2442,21/03/2021,35,1022,161,98.14
2443,22/03/2021,9,1068,106,62.16333333
2444,23/03/2021,6,1004,131,113.0733333
2445,24/03/2021,26,1083,66,77.13
2446,25/03/2021,38,1029,11,52.74
2447,26/03/2021,39,1058,120,117.5533333
2448,27/03/2021,27,1058,85,88.89
2449,28/03/2021,40,1054,23,63.73333333
2450,29/03/2021,31,1028,184,62.93
2451,30/03/2021,3,1077,65,66.61666667
2452,31/03/2021,24,1039,52,71.83
2453,01/04/2021,15,1057,7,107.165
2454,02/04/2021,6,1064,111,81.65666667
2455,03/04/2021,11,1092,81,74.22
2456,04/04/2021,30,1030,163,94.71666667
2457,05/04/2021,35,1086,144,124.19
2458,06/04/2021,48,1050,51,116.5066667
2459,07/04/2021,38,1054,181,126.2033333
2460,08/04/2021,43,1023,195,133.31
2461,09/04/2021,40,1018,76,120.8166667
2462,10/04/2021,29,1081,52,119.3366667
2463,11/04/2021,23,1054,86,132.1733333
2464,12/04/2021,42,1095,199,134.1433333
2465,13/04/2021,42,1028,183,140.3666667
2466,14/04/2021,3,1008,165,143.35
2467,15/04/2021,26,1032,7,117.5166667
2468,16/04/2021,14,1006,151,146.1266667
2469,17/04/2021,19,1072,129,129.68
2470,18/04/2021,21,1086,12,124.1266667
2471,19/04/2021,21,1040,97,98.76666667
2472,20/04/2021,9,1051,15,77.85
2473,21/04/2021,13,1047,186,107.2666667
2474,22/04/2021,41,1095,27,52.03666667
2475,23/04/2021,44,1070,79,130.0133333
2476,24/04/2021,46,1068,49,58.16333333
2477,25/04/2021,37,1007,125,73.71666667
2478,26/04/2021,38,1098,191,108.56
2479,27/04/2021,45,1027,51,86.37666667
2480,28/04/2021,45,1066,152,76.26666667
2481,29/04/2021,24,1054,57,79.95666667
2482,30/04/2021,38,1014,173,92.83666667
2483,01/05/2021,46,1093,108,123.6366667
2484,02/05/2021,11,1022,50,77.35666667
2485,03/05/2021,29,1069,33,70.78666667
2486,04/05/2021,45,1056,75,116.86
2487,05/05/2021,44,1082,26,88.65333333
2488,06/05/2021,48,1060,116,81.55666667
2489,07/05/2021,38,1051,121,86.00666667
2490,08/05/2021,41,1016,121,49.89666667
2491,09/05/2021,17,1006,101,61.05666667
2492,10/05/2021,48,1001,37,132.5033333
2493,11/05/2021,26,1012,80,82.05666667
2494,12/05/2021,26,1024,12,81.7
2495,13/05/2021,12,1075,47,74.31666667
2496,14/05/2021,18,1043,29,78.65
2497,15/05/2021,9,1034,194,87.3
2498,16/05/2021,3,1093,6,48.38333333
2499,17/05/2021,10,1096,118,65.53
2500,18/05/2021,43,1057,10,42.76333333
2501,19/05/2021,2,1021,130,86.68222222
2502,20/05/2021,8,1040,82,61.25666667
2503,21/05/2021,43,1033,49,70.27
2504,22/05/2021,18,1033,144,66.71333333
2505,23/05/2021,39,1028,198,113.17
2506,24/05/2021,31,1100,142,99.53
2507,25/05/2021,14,1065,191,142.4333333
2508,26/05/2021,39,1076,3,116.7466667
2509,27/05/2021,33,1046,169,134.7766667
2510,28/05/2021,29,1033,8,124.7266667
2511,29/05/2021,44,1069,103,155.73
2512,30/05/2021,33,1066,174,107.81
2513,31/05/2021,35,1036,37,112.93
2514,01/06/2021,2,1088,83,121.08
2515,02/06/2021,35,1054,111,91.23333333
2516,03/06/2021,32,1050,118,100.4091667
2517,04/06/2021,36,1051,66,67.95333333
2518,05/06/2021,46,1052,37,93.38
2519,06/06/2021,50,1021,165,98.18333333
2520,07/06/2021,23,1030,3,78.60666667
2521,08/06/2021,5,1015,188,129.17
2522,09/06/2021,47,1009,98,84.55
2523,10/06/2021,16,1032,98,66.57333333
2524,11/06/2021,40,1072,127,115.5966667
2525,12/06/2021,24,1023,108,108.3733333
2526,13/06/2021,40,1027,37,100.4333333
2527,14/06/2021,28,1042,112,102.4233333
2528,15/06/2021,25,1008,123,100.3525
2529,16/06/2021,7,1093,161,86.21
2530,17/06/2021,38,1011,193,122.4766667
2531,18/06/2021,7,1021,45,85.45333333
2532,19/06/2021,22,1044,176,107.0066667
2533,20/06/2021,22,1039,64,126.64
2534,21/06/2021,27,1094,60,154.5266667
2535,22/06/2021,33,1033,147,121.8133333
2536,23/06/2021,45,1067,187,97.92
2537,24/06/2021,32,1055,42,117.0933333
2538,25/06/2021,39,1013,101,90.66333333
2539,26/06/2021,32,1036,15,114.3366667
2540,27/06/2021,1,1087,51,103.52
2541,28/06/2021,10,1026,82,75.88
2542,29/06/2021,45,1074,125,82.71333333
2543,30/06/2021,4,1038,35,47.65666667
2544,01/07/2021,29,1100,60,59.33666667
2545,02/07/2021,7,1023,103,125.4633333
2546,03/07/2021,38,1008,11,59.41333333
2547,04/07/2021,6,1014,135,89.41
2548,05/07/2021,11,1024,158,46.94333333
2549,06/07/2021,9,1082,46,68.12666667
2550,07/07/2021,30,1040,5,89.30666667
2551,08/07/2021,22,1025,66,62.30666667
2552,09/07/2021,39,1084,45,74.89333333
2553,10/07/2021,9,1025,1,65.20333333
2554,11/07/2021,38,1017,127,57.01666667
2555,12/07/2021,46,1004,147,44.36
2556,13/07/2021,33,1085,55,32.05
2557,14/07/2021,26,1084,113,99.19
2558,15/07/2021,16,1081,175,61.17333333
2559,16/07/2021,9,1099,151,93.28
2560,17/07/2021,23,1041,166,124.4433333
2561,18/07/2021,15,1060,16,68
2562,19/07/2021,19,1087,14,111.6066667
2563,20/07/2021,42,1085,196,134.7666667
2564,21/07/2021,16,1043,6,59.47
2565,22/07/2021,25,1054,4,105.9848333
2566,23/07/2021,35,1052,69,74.33
2567,24/07/2021,13,1021,35,44.1
2568,25/07/2021,46,1024,154,67.67
2569,26/07/2021,7,1037,137,108.2
2570,27/07/2021,34,1082,177,98.31
2571,28/07/2021,14,1044,197,129.7266667
2572,29/07/2021,23,1083,153,114.9566667
2573,30/07/2021,23,1005,45,139.34
2574,31/07/2021,17,1061,82,138.41
2575,01/08/2021,13,1044,102,150.37
2576,02/08/2021,27,1091,158,129.69
2577,03/08/2021,2,1006,60,45.45666667
2578,04/08/2021,37,1078,32,105.8466667
