S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue
5657,2024-05,Enterprise,Service_A,26399.46,0.01,211.20,26188.26
5658,2024-03,Retail,AddOn_D,1503.45,0.05,69.16,1434.29
5659,2024-01,SMB,Subscription_C,5097.57,0.02,76.46,5021.11
5660,2024-01,SMB,Product_B,6576.83,0.02,144.69,6432.14
5661,2024-08,SMB,Subscription_C,9754.70,0.03,331.66,9423.04
5662,2024-03,SMB,Service_A,9341.54,0.03,298.93,9042.61
5663,2024-03,SMB,Product_B,5165.66,0.03,144.64,5021.02
5664,2024-01,Retail,Product_B,3653.32,0.04,157.09,3496.23
5665,2024-11,Enterprise,Subscription_C,20380.00,0.01,203.80,20176.20
5666,2024-06,SMB,Subscription_C,14582.89,0.03,495.82,14087.07
5667,2024-04,Retail,Product_B,3186.07,0.04,117.88,3068.19
5668,2024-10,SMB,Subscription_C,10576.99,0.02,232.69,10344.30
5669,2024-11,Enterprise,AddOn_D,18429.43,0.01,165.86,18263.57
5670,2024-01,Retail,Product_B,4362.27,0.04,161.40,4200.87
5671,2024-10,Enterprise,Service_A,29583.54,0.01,207.08,29376.46
5672,2024-08,Enterprise,Product_B,17152.27,0.01,137.22,17015.05
5673,2024-03,Enterprise,Product_B,27300.83,0.01,273.01,27027.82
5674,2024-10,Enterprise,Subscription_C,15832.16,0.01,221.65,15610.51
5675,2024-08,Enterprise,Subscription_C,23231.95,0.01,162.62,23069.33
5676,2024-11,Enterprise,Product_B,23485.34,0.01,281.82,23203.52
5677,2024-11,Enterprise,Subscription_C,17695.03,0.01,106.17,17588.86
5678,2024-06,Retail,Service_A,3705.02,0.04,140.79,3564.23
5679,2024-10,Retail,Product_B,1995.26,0.04,87.79,1907.47
5680,2024-01,SMB,Product_B,10167.81,0.03,274.53,9893.28
5681,2024-06,Retail,Subscription_C,1697.89,0.04,69.61,1628.28
5682,2024-11,Retail,AddOn_D,4505.87,0.04,180.23,4325.64
5683,2024-04,SMB,Product_B,7038.62,0.03,204.12,6834.50
5684,2024-01,Enterprise,Subscription_C,18299.70,0.01,219.60,18080.10
5685,2024-01,Retail,Service_A,4838.55,0.05,251.60,4586.95
5686,2024-10,SMB,AddOn_D,10263.38,0.03,318.16,9945.22
5687,2024-08,SMB,Service_A,8808.89,0.03,255.46,8553.43
5688,2024-03,SMB,Product_B,9147.35,0.02,182.95,8964.40
5689,2024-01,Enterprise,Product_B,27433.08,0.01,219.46,27213.62
5690,2024-03,SMB,Service_A,7346.81,0.02,154.28,7192.53
5691,2024-05,SMB,Subscription_C,7725.75,0.03,208.60,7517.15
5692,2024-10,SMB,Subscription_C,10340.49,0.04,361.92,9978.57
5693,2024-06,Enterprise,Product_B,21877.31,0.01,218.77,21658.54
5694,2024-10,Enterprise,Subscription_C,26397.15,0.01,263.97,26133.18
5695,2024-08,SMB,AddOn_D,12788.63,0.03,332.50,12456.13
5696,2024-06,Retail,Subscription_C,2071.40,0.04,80.78,1990.62
5697,2024-03,Retail,Service_A,4440.26,0.05,213.13,4227.13
5698,2024-08,Enterprise,Product_B,23206.77,0.02,348.10,22858.67
5699,2024-03,Retail,Service_A,4810.55,0.05,240.53,4570.02
5700,2024-11,SMB,AddOn_D,12564.82,0.03,364.38,12200.44
5701,2024-03,Enterprise,Product_B,22400.36,0.02,336.01,22064.35
5702,2024-10,Retail,AddOn_D,1257.97,0.04,47.80,1210.17
5703,2024-03,SMB,Product_B,13408.27,0.02,214.53,13193.74
5704,2024-10,SMB,AddOn_D,5054.75,0.02,80.88,4973.87
5705,2024-03,SMB,Subscription_C,9808.24,0.02,166.74,9641.50
5706,2024-11,Enterprise,Product_B,29976.81,0.01,209.84,29766.97
5707,2024-01,SMB,Service_A,7577.63,0.03,219.75,7357.88
5708,2024-06,SMB,AddOn_D,5946.98,0.03,184.36,5762.62
5709,2024-11,SMB,Product_B,10002.62,0.03,280.07,9722.55
5710,2024-04,Enterprise,Service_A,29489.70,0.01,353.88,29135.82
5711,2024-03,SMB,AddOn_D,6938.52,0.02,131.83,6806.69
5712,2024-10,Retail,Service_A,3823.39,0.04,137.64,3685.75
5713,2024-06,Retail,AddOn_D,4604.01,0.04,184.16,4419.85
5714,2024-05,Retail,AddOn_D,2840.63,0.05,133.51,2707.12
5715,2024-03,SMB,AddOn_D,13580.23,0.03,366.67,13213.56
5716,2024-04,SMB,AddOn_D,10983.66,0.03,362.46,10621.20
5717,2024-08,Retail,Product_B,2991.53,0.04,122.65,2868.88
5718,2024-01,Retail,Service_A,4523.44,0.05,208.08,4315.36
5719,2024-03,SMB,Product_B,7769.78,0.03,240.86,7528.92
5720,2024-09,Enterprise,Product_B,20985.51,0.01,230.84,20754.67
5721,2024-07,Retail,AddOn_D,1937.39,0.06,106.56,1830.83
5722,2024-10,Retail,Product_B,3968.51,0.05,178.58,3789.93
5723,2024-11,Retail,AddOn_D,1822.22,0.04,69.24,1752.98
5724,2024-10,Enterprise,Product_B,21268.61,0.01,170.15,21098.46
5725,2024-03,SMB,Subscription_C,11326.51,0.02,271.84,11054.67
5726,2024-10,Enterprise,Product_B,21949.66,0.01,175.60,21774.06
5727,2024-10,SMB,AddOn_D,10587.39,0.02,169.40,10417.99
5728,2024-03,Retail,Subscription_C,3084.79,0.05,144.99,2939.80
5729,2024-10,Retail,Product_B,3290.70,0.05,154.66,3136.04
5730,2024-03,Enterprise,AddOn_D,29285.05,0.01,263.57,29021.48
5731,2024-04,Retail,AddOn_D,1468.17,0.05,69.00,1399.17
5732,2024-04,SMB,Service_A,14776.57,0.03,413.74,14362.83
5733,2024-04,Enterprise,Service_A,27726.59,0.01,221.81,27504.78
5734,2024-10,Retail,Product_B,2327.11,0.04,102.39,2224.72
5735,2024-08,Enterprise,Service_A,24836.88,0.01,347.72,24489.16
5736,2024-05,Enterprise,Product_B,23819.44,0.01,166.74,23652.70
5737,2024-07,SMB,Product_B,13496.65,0.02,242.94,13253.71
5738,2024-05,SMB,Product_B,6461.29,0.02,122.76,6338.53
5739,2024-01,SMB,Product_B,6500.19,0.02,117.00,6383.19
5740,2024-03,Enterprise,Service_A,15601.62,0.01,93.61,15508.01
5741,2024-09,Retail,Service_A,1752.14,0.05,89.36,1662.78
5742,2024-10,Enterprise,Product_B,25281.37,0.01,278.10,25003.27
5743,2024-10,Enterprise,Subscription_C,25933.18,0.01,285.26,25647.92
5744,2024-05,Enterprise,Subscription_C,27381.59,0.01,246.43,27135.16
5745,2024-11,SMB,AddOn_D,8337.24,0.03,275.13,8062.11
5746,2024-11,Enterprise,Subscription_C,17835.77,0.01,214.03,17621.74
5747,2024-11,Retail,Service_A,1774.78,0.05,90.51,1684.27
5748,2024-07,SMB,Product_B,13017.86,0.02,234.32,12783.54
5749,2024-08,Enterprise,Service_A,29234.69,0.01,409.29,28825.40
5750,2024-04,Enterprise,Product_B,26414.72,0.01,158.49,26256.23
5751,2024-11,SMB,Subscription_C,11774.70,0.02,223.72,11550.98
5752,2024-04,Retail,Subscription_C,3686.05,0.04,158.50,3527.55
5753,2024-03,SMB,Product_B,13920.71,0.03,348.02,13572.69
5754,2024-10,Enterprise,Product_B,15050.75,0.01,150.51,14900.24
5755,2024-03,Enterprise,Product_B,23983.59,0.01,239.84,23743.75
5756,2024-01,Enterprise,Product_B,17692.25,0.01,106.15,17586.10
5757,2024-10,Enterprise,Service_A,28451.24,0.01,170.71,28280.53
5758,2024-05,Enterprise,Product_B,28384.84,0.01,227.08,28157.76
5759,2024-05,Retail,Service_A,4567.05,0.05,219.22,4347.83
5760,2024-09,Retail,AddOn_D,1110.43,0.04,38.87,1071.56
5761,2024-09,SMB,Service_A,8225.22,0.03,263.21,7962.01
5762,2024-04,Retail,AddOn_D,3170.95,0.04,120.50,3050.45
5763,2024-03,SMB,Service_A,13419.31,0.02,308.64,13110.67
5764,2024-08,Retail,AddOn_D,2385.27,0.05,128.80,2256.47
5765,2024-07,Retail,Product_B,3119.20,0.05,140.36,2978.84
5766,2024-11,SMB,Subscription_C,14871.69,0.03,475.89,14395.80
5767,2024-10,Retail,Product_B,3247.18,0.05,149.37,3097.81
5768,2024-04,Enterprise,AddOn_D,22287.14,0.01,222.87,22064.27
5769,2024-01,SMB,Subscription_C,9599.97,0.03,307.20,9292.77
5770,2024-01,Retail,Product_B,2625.78,0.05,126.04,2499.74
5771,2024-10,Enterprise,Service_A,26176.96,0.01,366.48,25810.48
5772,2024-10,SMB,Subscription_C,12838.22,0.02,231.09,12607.13
5773,2024-01,Enterprise,Service_A,19130.55,0.01,153.04,18977.51
5774,2024-03,SMB,Product_B,5249.12,0.03,167.97,5081.15
5775,2024-01,SMB,Subscription_C,9753.10,0.03,292.59,9460.51
5776,2024-05,Retail,Product_B,3096.79,0.04,130.07,2966.72
5777,2024-05,Retail,Subscription_C,2527.12,0.05,116.25,2410.87
5778,2024-11,Enterprise,Product_B,22258.34,0.01,267.10,21991.24
5779,2024-01,Enterprise,Service_A,22327.80,0.01,245.61,22082.19
5780,2024-03,Enterprise,Product_B,27996.22,0.01,195.97,27800.25
5781,2024-01,Enterprise,AddOn_D,23415.20,0.01,327.81,23087.39
5782,2024-01,Enterprise,Subscription_C,26943.82,0.01,134.72,26809.10
5783,2024-10,Enterprise,Service_A,29185.14,0.01,291.85,28893.29
5784,2024-11,SMB,Service_A,13337.03,0.03,360.10,12976.93
5785,2024-04,Enterprise,Product_B,25058.39,0.01,175.41,24882.98
5786,2024-03,Enterprise,AddOn_D,19082.29,0.01,95.41,18986.88
5787,2024-01,Enterprise,Service_A,26580.15,0.01,345.54,26234.61
5788,2024-10,SMB,Product_B,14088.90,0.03,464.93,13623.97
5789,2024-06,SMB,Service_A,8339.94,0.02,175.14,8164.80
5790,2024-09,SMB,Service_A,12951.15,0.04,453.29,12497.86
5791,2024-05,SMB,Product_B,5205.91,0.03,135.35,5070.56
5792,2024-10,Retail,Product_B,2413.70,0.04,101.38,2312.32
5793,2024-03,Retail,Product_B,1331.64,0.05,63.92,1267.72
5794,2024-01,Retail,Service_A,3090.66,0.04,117.45,2973.21
5795,2024-01,Enterprise,AddOn_D,20504.44,0.02,307.57,20196.87
5796,2024-05,Enterprise,Subscription_C,28791.72,0.01,345.50,28446.22
5797,2024-01,Retail,Product_B,1605.22,0.05,86.68,1518.54
5798,2024-04,Enterprise,Subscription_C,23608.34,0.01,236.08,23372.26
5799,2024-04,Retail,Service_A,2754.16,0.04,110.17,2643.99
5800,2024-01,Enterprise,AddOn_D,17408.79,0.01,243.72,17165.07
5801,2024-10,Enterprise,Service_A,15947.95,0.01,95.69,15852.26
5802,2024-11,Enterprise,Service_A,15716.55,0.01,220.03,15496.52
5803,2024-05,Retail,Service_A,3594.90,0.04,125.82,3469.08
5804,2024-11,Retail,Service_A,4747.19,0.04,180.39,4566.80
5805,2024-05,SMB,Subscription_C,7779.09,0.03,241.15,7537.94
5806,2024-08,SMB,Product_B,6142.00,0.02,135.12,6006.88
5807,2024-06,Enterprise,Service_A,27271.38,0.01,190.90,27080.48
5808,2024-08,Retail,Service_A,2553.59,0.05,127.68,2425.91
5809,2024-11,Retail,Subscription_C,2209.37,0.04,97.21,2112.16
5810,2024-01,Enterprise,AddOn_D,16532.94,0.01,181.86,16351.08
5811,2024-11,Retail,Subscription_C,2475.22,0.05,116.34,2358.88
5812,2024-01,SMB,Subscription_C,6845.46,0.03,232.75,6612.71
5813,2024-05,Retail,Subscription_C,2582.88,0.05,116.23,2466.65
5814,2024-01,SMB,Service_A,12457.70,0.02,236.70,12221.00
5815,2024-11,SMB,Product_B,10565.85,0.04,369.80,10196.05
5816,2024-11,Enterprise,Subscription_C,15053.92,0.01,90.32,14963.60
5817,2024-04,SMB,Service_A,7554.69,0.03,203.98,7350.71
5818,2024-03,Enterprise,Service_A,26197.12,0.01,366.76,25830.36
5819,2024-05,SMB,Product_B,12437.07,0.03,373.11,12063.96
5820,2024-11,Enterprise,Service_A,23413.33,0.01,257.55,23155.78
5821,2024-11,SMB,AddOn_D,6165.67,0.02,123.31,6042.36
5822,2024-08,Enterprise,Product_B,25878.22,0.02,388.17,25490.05
5823,2024-01,SMB,Product_B,9341.84,0.02,177.49,9164.35
5824,2024-03,Retail,Subscription_C,3238.80,0.04,119.84,3118.96
5825,2024-06,SMB,Subscription_C,8553.01,0.02,153.95,8399.06
5826,2024-01,Enterprise,Subscription_C,16113.51,0.01,96.68,16016.83
5827,2024-08,Enterprise,Product_B,24628.36,0.01,270.91,24357.45
5828,2024-10,Enterprise,AddOn_D,16303.47,0.01,211.95,16091.52
5829,2024-06,Retail,Product_B,3421.24,0.05,184.75,3236.49
5830,2024-01,SMB,Product_B,12073.10,0.03,325.97,11747.13
5831,2024-08,Enterprise,Subscription_C,27487.17,0.01,329.85,27157.32
5832,2024-01,Enterprise,AddOn_D,18250.83,0.01,255.51,17995.32
5833,2024-04,Retail,Product_B,1111.12,0.05,56.67,1054.45
5834,2024-11,Retail,AddOn_D,3957.53,0.04,154.34,3803.19
5835,2024-04,SMB,Subscription_C,13555.35,0.03,393.11,13162.24
5836,2024-03,Retail,Subscription_C,2242.31,0.04,85.21,2157.10
5837,2024-05,Enterprise,Subscription_C,26661.16,0.01,159.97,26501.19
5838,2024-10,SMB,AddOn_D,7066.74,0.02,134.27,6932.47
5839,2024-05,SMB,Subscription_C,10621.83,0.03,276.17,10345.66
5840,2024-08,Retail,Subscription_C,2029.94,0.05,99.47,1930.47
5841,2024-11,Enterprise,Subscription_C,16566.00,0.01,115.96,16450.04
5842,2024-03,Retail,AddOn_D,3826.00,0.04,137.74,3688.26
5843,2024-06,Retail,AddOn_D,2093.17,0.04,87.91,2005.26
5844,2024-08,SMB,Subscription_C,11633.90,0.02,186.14,11447.76
5845,2024-03,SMB,Subscription_C,11117.06,0.03,322.39,10794.67
5846,2024-07,Retail,AddOn_D,3079.89,0.04,126.28,2953.61
5847,2024-10,SMB,Subscription_C,9273.78,0.02,148.38,9125.40
5848,2024-11,Enterprise,Subscription_C,27659.74,0.01,304.26,27355.48
5849,2024-10,SMB,Subscription_C,13636.13,0.02,231.81,13404.32
5850,2024-08,Retail,AddOn_D,2155.44,0.05,107.77,2047.67
5851,2024-01,Enterprise,Product_B,28075.45,0.01,308.83,27766.62
5852,2024-03,Retail,AddOn_D,1578.72,0.05,78.94,1499.78
5853,2024-09,Enterprise,Subscription_C,27847.59,0.01,334.17,27513.42
5854,2024-09,SMB,AddOn_D,10923.66,0.02,207.55,10716.11
5855,2024-10,SMB,Subscription_C,8989.33,0.03,278.67,8710.66
5856,2024-11,Enterprise,Service_A,24578.02,0.01,344.09,24233.93
5857,2024-01,Retail,Service_A,1895.31,0.05,92.87,1802.44
5858,2024-03,SMB,Subscription_C,5279.62,0.02,126.71,5152.91
5859,2024-04,SMB,AddOn_D,9609.47,0.02,211.41,9398.06
5860,2024-01,Retail,Service_A,2713.77,0.04,100.41,2613.36
5861,2024-04,SMB,AddOn_D,9186.84,0.03,257.23,8929.61
5862,2024-09,Enterprise,Subscription_C,16106.82,0.01,209.39,15897.43
5863,2024-08,SMB,Product_B,13079.38,0.02,313.91,12765.47
5864,2024-06,Retail,Subscription_C,1851.72,0.05,87.03,1764.69
5865,2024-11,Retail,Subscription_C,2901.42,0.05,147.97,2753.45
5866,2024-03,SMB,Service_A,7558.83,0.03,188.97,7369.86
5867,2024-07,Retail,Product_B,4100.56,0.05,209.13,3891.43
5868,2024-08,Enterprise,AddOn_D,24756.58,0.01,272.32,24484.26
5869,2024-11,Enterprise,Subscription_C,24206.84,0.01,145.24,24061.60
5870,2024-01,SMB,AddOn_D,8580.43,0.02,154.45,8425.98
5871,2024-10,Retail,Service_A,4906.03,0.04,186.43,4719.60
5872,2024-05,Enterprise,AddOn_D,28022.63,0.01,392.32,27630.31
5873,2024-03,SMB,AddOn_D,10960.28,0.03,328.81,10631.47
5874,2024-11,Enterprise,AddOn_D,24299.20,0.01,267.29,24031.91
5875,2024-03,Retail,Service_A,4608.77,0.04,165.92,4442.85
5876,2024-11,Retail,Subscription_C,2306.16,0.04,99.16,2207.00
5877,2024-11,Retail,AddOn_D,4972.03,0.05,228.71,4743.32
5878,2024-05,Enterprise,Subscription_C,26872.54,0.01,188.11,26684.43
5879,2024-01,Retail,Product_B,4410.44,0.04,172.01,4238.43
5880,2024-08,Retail,Service_A,1149.22,0.05,54.01,1095.21
5881,2024-01,Enterprise,Subscription_C,16826.99,0.01,201.92,16625.07
5882,2024-05,Retail,AddOn_D,3540.87,0.04,148.72,3392.15
5883,2024-04,Enterprise,Subscription_C,25294.48,0.01,252.94,25041.54
5884,2024-11,Enterprise,AddOn_D,15343.97,0.01,184.13,15159.84
5885,2024-03,Retail,Subscription_C,1523.87,0.05,80.77,1443.10
5886,2024-08,Enterprise,Product_B,15676.41,0.01,141.09,15535.32
5887,2024-07,Retail,Product_B,4633.01,0.04,166.79,4466.22
5888,2024-05,SMB,Product_B,11425.44,0.02,205.66,11219.78
5889,2024-01,SMB,Subscription_C,8181.50,0.02,155.45,8026.05
5890,2024-04,Enterprise,Product_B,15565.05,0.01,77.83,15487.22
5891,2024-05,SMB,Product_B,14137.13,0.02,339.29,13797.84
5892,2024-11,Enterprise,AddOn_D,22712.86,0.01,158.99,22553.87
5893,2024-07,Retail,Product_B,1625.98,0.04,61.79,1564.19
5894,2024-01,Retail,Subscription_C,2590.90,0.05,121.77,2469.13
5895,2024-09,Enterprise,Product_B,23471.11,0.01,234.71,23236.40
5896,2024-05,Enterprise,Product_B,27722.26,0.02,415.83,27306.43
5897,2024-01,Retail,AddOn_D,3135.98,0.05,163.07,2972.91
5898,2024-04,Enterprise,Service_A,22229.73,0.01,222.30,22007.43
5899,2024-07,Retail,Service_A,4128.60,0.05,206.43,3922.17
5900,2024-04,Enterprise,Product_B,15618.57,0.01,187.42,15431.15
5901,2024-04,Retail,AddOn_D,3056.14,0.05,158.92,2897.22
5902,2024-11,SMB,Product_B,7718.23,0.03,223.83,7494.40
5903,2024-03,Retail,Subscription_C,3837.40,0.05,176.52,3660.88
5904,2024-05,Retail,Product_B,3149.69,0.06,173.23,2976.46
5905,2024-05,Retail,Service_A,4873.45,0.04,180.32,4693.13
5906,2024-04,SMB,Product_B,7158.60,0.02,143.17,7015.43
5907,2024-08,SMB,AddOn_D,12280.91,0.03,343.87,11937.04
5908,2024-07,SMB,Product_B,12576.92,0.03,389.88,12187.04
5909,2024-11,SMB,Product_B,7520.11,0.03,203.04,7317.07
5910,2024-08,SMB,Subscription_C,7082.84,0.02,113.33,6969.51
5911,2024-01,SMB,AddOn_D,8417.21,0.03,277.77,8139.44
5912,2024-01,SMB,Product_B,14733.49,0.03,368.34,14365.15
5913,2024-03,Retail,Service_A,3237.11,0.04,142.43,3094.68
5914,2024-03,Retail,Service_A,2526.20,0.06,138.94,2387.26
5915,2024-11,Enterprise,Service_A,26028.22,0.01,312.34,25715.88
5916,2024-09,Enterprise,Product_B,20890.33,0.01,271.57,20618.76
5917,2024-08,SMB,AddOn_D,8071.08,0.03,242.13,7828.95
5918,2024-01,Retail,Product_B,3410.58,0.04,136.42,3274.16
5919,2024-11,Enterprise,Subscription_C,20587.61,0.01,205.88,20381.73
5920,2024-09,SMB,Service_A,10220.25,0.02,153.30,10066.95
5921,2024-04,Retail,Service_A,3503.77,0.05,171.68,3332.09
5922,2024-09,Enterprise,Subscription_C,20757.10,0.01,186.81,20570.29
5923,2024-08,Enterprise,Service_A,23406.40,0.01,210.66,23195.74
5924,2024-10,Retail,Service_A,4556.28,0.05,227.81,4328.47
5925,2024-03,Enterprise,AddOn_D,18723.02,0.01,93.62,18629.40
5926,2024-07,Enterprise,Product_B,21641.68,0.01,238.06,21403.62
5927,2024-01,SMB,Product_B,13705.90,0.03,383.77,13322.13
5928,2024-01,SMB,Product_B,5534.53,0.02,105.16,5429.37
5929,2024-03,Enterprise,AddOn_D,18261.06,0.01,237.39,18023.67
5930,2024-03,Enterprise,Service_A,27671.46,0.01,332.06,27339.40
5931,2024-11,Retail,Service_A,3939.05,0.05,193.01,3746.04
5932,2024-03,Retail,AddOn_D,4375.04,0.05,201.25,4173.79
5933,2024-07,Enterprise,Subscription_C,22847.85,0.01,205.63,22642.22
5934,2024-03,Enterprise,Service_A,23965.30,0.01,167.76,23797.54
5935,2024-06,Enterprise,Service_A,18698.44,0.01,112.19,18586.25
5936,2024-05,SMB,Product_B,7185.10,0.02,150.89,7034.21
5937,2024-06,Enterprise,Subscription_C,20639.26,0.01,227.03,20412.23
5938,2024-08,Enterprise,Subscription_C,29106.48,0.01,174.64,28931.84
5939,2024-04,Retail,AddOn_D,2954.85,0.05,138.88,2815.97
5940,2024-08,Retail,Service_A,4165.52,0.05,212.44,3953.08
5941,2024-04,SMB,Service_A,5797.56,0.02,115.95,5681.61
5942,2024-11,Enterprise,Subscription_C,16142.47,0.01,113.00,16029.47
5943,2024-03,Retail,Product_B,2077.47,0.04,85.18,1992.29
5944,2024-09,Enterprise,Subscription_C,26971.64,0.01,350.63,26621.01
5945,2024-03,SMB,Service_A,10988.92,0.02,230.77,10758.15
5946,2024-07,Enterprise,AddOn_D,22972.11,0.01,275.67,22696.44
5947,2024-09,SMB,AddOn_D,13677.83,0.03,437.69,13240.14
5948,2024-08,SMB,Subscription_C,6193.94,0.02,123.88,6070.06
5949,2024-11,Retail,Subscription_C,2960.50,0.04,130.26,2830.24
5950,2024-08,SMB,AddOn_D,13614.56,0.03,394.82,13219.74
5951,2024-10,Enterprise,Subscription_C,23055.87,0.01,115.28,22940.59
5952,2024-11,Retail,Product_B,3511.64,0.04,143.98,3367.66
5953,2024-08,Retail,Subscription_C,4172.92,0.05,204.47,3968.45
5954,2024-05,Enterprise,Subscription_C,26796.90,0.01,348.36,26448.54
5955,2024-04,SMB,Subscription_C,7774.91,0.02,171.05,7603.86
5956,2024-01,Enterprise,Service_A,26857.92,0.01,161.15,26696.77
5957,2024-09,SMB,AddOn_D,9384.77,0.02,206.46,9178.31
5958,2024-08,SMB,Service_A,5327.29,0.03,159.82,5167.47
5959,2024-07,Retail,Service_A,3595.62,0.05,179.78,3415.84
5960,2024-07,Retail,Service_A,4727.15,0.04,174.90,4552.25
5961,2024-11,Retail,Product_B,1288.60,0.04,51.54,1237.06
5962,2024-09,Enterprise,Product_B,15571.47,0.01,171.29,15400.18
5963,2024-01,Retail,Service_A,1670.16,0.05,78.50,1591.66
5964,2024-11,SMB,Product_B,10257.01,0.02,205.14,10051.87
5965,2024-11,Enterprise,Product_B,21956.18,0.01,153.69,21802.49
5966,2024-01,Retail,Subscription_C,2745.11,0.05,142.75,2602.36
5967,2024-03,Enterprise,AddOn_D,26682.19,0.01,160.09,26522.10
5968,2024-07,SMB,Service_A,10396.30,0.03,322.29,10074.01
5969,2024-09,Enterprise,Service_A,25565.89,0.01,153.40,25412.49
5970,2024-08,Retail,Subscription_C,3003.17,0.05,147.16,2856.01
5971,2024-09,SMB,AddOn_D,10085.12,0.02,171.45,9913.67
5972,2024-05,Enterprise,Product_B,20766.75,0.01,249.20,20517.55
5973,2024-07,SMB,AddOn_D,9944.07,0.02,169.05,9775.02
5974,2024-01,Enterprise,Subscription_C,22202.41,0.01,155.42,22046.99
5975,2024-01,Retail,Service_A,4687.74,0.05,225.01,4462.73
5976,2024-03,Retail,Subscription_C,1579.02,0.04,69.48,1509.54
5977,2024-09,Enterprise,Service_A,29715.53,0.01,178.29,29537.24
5978,2024-01,SMB,AddOn_D,12003.19,0.03,360.10,11643.09
5979,2024-01,SMB,Product_B,5168.86,0.03,160.23,5008.63
5980,2024-04,Enterprise,AddOn_D,16994.16,0.01,186.94,16807.22
5981,2024-09,Enterprise,Subscription_C,17396.20,0.01,173.96,17222.24
5982,2024-08,Retail,Service_A,3705.88,0.04,148.24,3557.64
5983,2024-04,Retail,Subscription_C,1238.29,0.04,49.53,1188.76
5984,2024-01,Retail,Service_A,2346.43,0.04,96.20,2250.23
5985,2024-01,Enterprise,AddOn_D,28205.64,0.01,197.44,28008.20
5986,2024-11,Enterprise,Subscription_C,16004.96,0.01,128.04,15876.92
5987,2024-05,SMB,Service_A,12356.44,0.02,197.70,12158.74
5988,2024-09,Enterprise,Product_B,20802.99,0.01,104.01,20698.98
5989,2024-10,Enterprise,Service_A,18951.07,0.01,132.66,18818.41
5990,2024-10,Retail,Product_B,2809.21,0.05,151.70,2657.51
5991,2024-01,Retail,AddOn_D,3755.05,0.04,138.94,3616.11
5992,2024-01,SMB,Subscription_C,10958.12,0.03,273.95,10684.17
5993,2024-10,Enterprise,Product_B,25698.19,0.01,282.68,25415.51
5994,2024-04,Retail,Product_B,1026.20,0.05,54.39,971.81
5995,2024-01,Enterprise,Subscription_C,28176.87,0.01,253.59,27923.28
5996,2024-10,SMB,AddOn_D,13337.38,0.03,333.43,13003.95
5997,2024-03,SMB,Subscription_C,14381.10,0.03,431.43,13949.67
5998,2024-03,Retail,Product_B,3924.49,0.04,149.13,3775.36
5999,2024-01,Enterprise,AddOn_D,19567.56,0.01,234.81,19332.75
6000,2024-11,Retail,Product_B,2258.46,0.04,81.30,2177.16
6001,2024-11,Enterprise,AddOn_D,19261.42,0.01,269.66,18991.76
6002,2024-03,Retail,Product_B,3197.13,0.04,134.28,3062.85
6003,2024-07,Retail,Subscription_C,4802.88,0.05,249.75,4553.13
6004,2024-11,Retail,Service_A,3099.38,0.04,123.98,2975.40
6005,2024-09,Retail,Product_B,1601.27,0.05,73.66,1527.61
6006,2024-07,Enterprise,AddOn_D,22634.21,0.02,339.51,22294.70
6007,2024-01,SMB,Service_A,6566.28,0.02,157.59,6408.69
6008,2024-06,Enterprise,Product_B,28423.82,0.01,227.39,28196.43
6009,2024-06,Enterprise,Subscription_C,17420.43,0.01,121.94,17298.49
6010,2024-11,Retail,AddOn_D,1343.21,0.04,57.76,1285.45
6011,2024-09,Enterprise,AddOn_D,15236.94,0.01,106.66,15130.28
6012,2024-07,Enterprise,Product_B,17416.68,0.01,104.50,17312.18
6013,2024-06,SMB,Service_A,5625.80,0.02,90.01,5535.79
6014,2024-01,Retail,AddOn_D,4950.61,0.05,267.33,4683.28
6015,2024-09,Retail,Product_B,4786.44,0.04,172.31,4614.13
6016,2024-09,Retail,Product_B,1404.08,0.04,58.97,1345.11
6017,2024-11,Enterprise,Product_B,28506.23,0.01,313.57,28192.66
6018,2024-01,Retail,Service_A,2573.18,0.04,97.78,2475.40
6019,2024-06,SMB,Subscription_C,5716.72,0.03,142.92,5573.80
6020,2024-04,Enterprise,Product_B,15244.35,0.01,91.47,15152.88
6021,2024-04,Enterprise,Service_A,22995.98,0.02,344.94,22651.04
6022,2024-03,Retail,AddOn_D,3713.94,0.04,148.56,3565.38
6023,2024-11,Retail,Service_A,2568.81,0.05,138.72,2430.09
6024,2024-03,SMB,Service_A,12843.12,0.02,205.49,12637.63
6025,2024-08,SMB,Subscription_C,8188.86,0.02,196.53,7992.33
6026,2024-11,SMB,Subscription_C,8318.73,0.03,224.61,8094.12
6027,2024-08,Retail,Product_B,3750.74,0.05,183.79,3566.95
6028,2024-08,SMB,Service_A,5946.93,0.03,202.20,5744.73
6029,2024-03,Enterprise,Product_B,26591.94,0.01,212.74,26379.20
6030,2024-01,Enterprise,AddOn_D,24779.78,0.01,148.68,24631.10
6031,2024-09,Retail,Product_B,2138.81,0.04,77.00,2061.81
6032,2024-01,Retail,Subscription_C,3007.81,0.04,111.29,2896.52
6033,2024-10,SMB,AddOn_D,9121.16,0.02,136.82,8984.34
6034,2024-04,Enterprise,AddOn_D,18192.03,0.01,109.15,18082.88
6035,2024-01,Enterprise,AddOn_D,18084.18,0.01,253.18,17831.00
6036,2024-08,Retail,Service_A,2389.03,0.05,121.84,2267.19
